date,Value,isPartial,Region,topic
2019-04-14,64,False,Hovedstaden,Movies
2019-04-21,62,False,Hovedstaden,Movies
2019-04-28,57,False,Hovedstaden,Movies
2019-05-05,64,False,Hovedstaden,Movies
2019-05-12,55,False,Hovedstaden,Movies
2019-05-19,54,False,Hovedstaden,Movies
2019-05-26,58,False,Hovedstaden,Movies
2019-06-02,52,False,Hovedstaden,Movies
2019-06-09,62,False,Hovedstaden,Movies
2019-06-16,50,False,Hovedstaden,Movies
2019-06-23,56,False,Hovedstaden,Movies
2019-06-30,57,False,Hovedstaden,Movies
2019-07-07,58,False,Hovedstaden,Movies
2019-07-14,64,False,Hovedstaden,Movies
2019-07-21,72,False,Hovedstaden,Movies
2019-07-28,55,False,Hovedstaden,Movies
2019-08-04,61,False,Hovedstaden,Movies
2019-08-11,65,False,Hovedstaden,Movies
2019-08-18,59,False,Hovedstaden,Movies
2019-08-25,59,False,Hovedstaden,Movies
2019-09-01,56,False,Hovedstaden,Movies
2019-09-08,65,False,Hovedstaden,Movies
2019-09-15,62,False,Hovedstaden,Movies
2019-09-22,62,False,Hovedstaden,Movies
2019-09-29,62,False,Hovedstaden,Movies
2019-10-06,65,False,Hovedstaden,Movies
2019-10-13,75,False,Hovedstaden,Movies
2019-10-20,60,False,Hovedstaden,Movies
2019-10-27,68,False,Hovedstaden,Movies
2019-11-03,69,False,Hovedstaden,Movies
2019-11-10,64,False,Hovedstaden,Movies
2019-11-17,61,False,Hovedstaden,Movies
2019-11-24,60,False,Hovedstaden,Movies
2019-12-01,61,False,Hovedstaden,Movies
2019-12-08,59,False,Hovedstaden,Movies
2019-12-15,62,False,Hovedstaden,Movies
2019-12-22,100,False,Hovedstaden,Movies
2019-12-29,85,False,Hovedstaden,Movies
2020-01-05,68,False,Hovedstaden,Movies
2020-01-12,71,False,Hovedstaden,Movies
2020-01-19,64,False,Hovedstaden,Movies
2020-01-26,66,False,Hovedstaden,Movies
2020-02-02,63,False,Hovedstaden,Movies
2020-02-09,80,False,Hovedstaden,Movies
2020-02-16,62,False,Hovedstaden,Movies
2020-02-23,58,False,Hovedstaden,Movies
2020-03-01,57,False,Hovedstaden,Movies
2020-03-08,66,False,Hovedstaden,Movies
2020-03-15,83,False,Hovedstaden,Movies
2020-03-22,83,False,Hovedstaden,Movies
2020-03-29,74,False,Hovedstaden,Movies
2020-04-05,87,False,Hovedstaden,Movies
2020-04-12,76,False,Hovedstaden,Movies
2020-04-19,66,False,Hovedstaden,Movies
2020-04-26,66,False,Hovedstaden,Movies
2020-05-03,58,False,Hovedstaden,Movies
2020-05-10,62,False,Hovedstaden,Movies
2020-05-17,64,False,Hovedstaden,Movies
2020-05-24,62,False,Hovedstaden,Movies
2020-05-31,64,False,Hovedstaden,Movies
2020-06-07,56,False,Hovedstaden,Movies
2020-06-14,54,False,Hovedstaden,Movies
2020-06-21,55,False,Hovedstaden,Movies
2020-06-28,61,False,Hovedstaden,Movies
2020-07-05,63,False,Hovedstaden,Movies
2020-07-12,55,False,Hovedstaden,Movies
2020-07-19,62,False,Hovedstaden,Movies
2020-07-26,63,False,Hovedstaden,Movies
2020-08-02,56,False,Hovedstaden,Movies
2020-08-09,50,False,Hovedstaden,Movies
2020-08-16,57,False,Hovedstaden,Movies
2020-08-23,62,False,Hovedstaden,Movies
2020-08-30,56,False,Hovedstaden,Movies
2020-09-06,62,False,Hovedstaden,Movies
2020-09-13,58,False,Hovedstaden,Movies
2020-09-20,66,False,Hovedstaden,Movies
2020-09-27,56,False,Hovedstaden,Movies
2020-10-04,61,False,Hovedstaden,Movies
2020-10-11,69,False,Hovedstaden,Movies
2020-10-18,65,False,Hovedstaden,Movies
2020-10-25,64,False,Hovedstaden,Movies
2020-11-01,52,False,Hovedstaden,Movies
2020-11-08,60,False,Hovedstaden,Movies
2020-11-15,60,False,Hovedstaden,Movies
2020-11-22,52,False,Hovedstaden,Movies
2020-11-29,53,False,Hovedstaden,Movies
2020-12-06,55,False,Hovedstaden,Movies
2020-12-13,60,False,Hovedstaden,Movies
2020-12-20,87,False,Hovedstaden,Movies
2020-12-27,84,False,Hovedstaden,Movies
2021-01-03,63,False,Hovedstaden,Movies
2021-01-10,63,False,Hovedstaden,Movies
2021-01-17,65,False,Hovedstaden,Movies
2021-01-24,57,False,Hovedstaden,Movies
2021-01-31,54,False,Hovedstaden,Movies
2021-02-07,61,False,Hovedstaden,Movies
2021-02-14,62,False,Hovedstaden,Movies
2021-02-21,58,False,Hovedstaden,Movies
2021-02-28,57,False,Hovedstaden,Movies
2021-03-07,55,False,Hovedstaden,Movies
2021-03-14,52,False,Hovedstaden,Movies
2021-03-21,52,False,Hovedstaden,Movies
2021-03-28,62,False,Hovedstaden,Movies
2021-04-04,62,False,Hovedstaden,Movies
2021-04-11,52,False,Hovedstaden,Movies
2021-04-18,46,False,Hovedstaden,Movies
2021-04-25,51,False,Hovedstaden,Movies
2021-05-02,55,False,Hovedstaden,Movies
2021-05-09,59,False,Hovedstaden,Movies
2021-05-16,52,False,Hovedstaden,Movies
2021-05-23,63,False,Hovedstaden,Movies
2021-05-30,46,False,Hovedstaden,Movies
2021-06-06,41,False,Hovedstaden,Movies
2021-06-13,48,False,Hovedstaden,Movies
2021-06-20,43,False,Hovedstaden,Movies
2021-06-27,45,False,Hovedstaden,Movies
2021-07-04,48,False,Hovedstaden,Movies
2021-07-11,48,False,Hovedstaden,Movies
2021-07-18,58,False,Hovedstaden,Movies
2021-07-25,65,False,Hovedstaden,Movies
2021-08-01,57,False,Hovedstaden,Movies
2021-08-08,48,False,Hovedstaden,Movies
2021-08-15,54,False,Hovedstaden,Movies
2021-08-22,56,False,Hovedstaden,Movies
2021-08-29,50,False,Hovedstaden,Movies
2021-09-05,52,False,Hovedstaden,Movies
2021-09-12,63,False,Hovedstaden,Movies
2021-09-19,56,False,Hovedstaden,Movies
2021-09-26,58,False,Hovedstaden,Movies
2021-10-03,62,False,Hovedstaden,Movies
2021-10-10,60,False,Hovedstaden,Movies
2021-10-17,65,False,Hovedstaden,Movies
2021-10-24,53,False,Hovedstaden,Movies
2021-10-31,56,False,Hovedstaden,Movies
2021-11-07,53,False,Hovedstaden,Movies
2021-11-14,55,False,Hovedstaden,Movies
2021-11-21,59,True,Hovedstaden,Movies
2016-11-27,67,False,Hovedstaden,Sports
2016-12-04,52,False,Hovedstaden,Sports
2016-12-11,43,False,Hovedstaden,Sports
2016-12-18,40,False,Hovedstaden,Sports
2016-12-25,39,False,Hovedstaden,Sports
2017-01-01,64,False,Hovedstaden,Sports
2017-01-08,48,False,Hovedstaden,Sports
2017-01-15,57,False,Hovedstaden,Sports
2017-01-22,55,False,Hovedstaden,Sports
2017-01-29,46,False,Hovedstaden,Sports
2017-02-05,51,False,Hovedstaden,Sports
2017-02-12,53,False,Hovedstaden,Sports
2017-02-19,49,False,Hovedstaden,Sports
2017-02-26,42,False,Hovedstaden,Sports
2017-03-05,53,False,Hovedstaden,Sports
2017-03-12,60,False,Hovedstaden,Sports
2017-03-19,49,False,Hovedstaden,Sports
2017-03-26,56,False,Hovedstaden,Sports
2017-04-02,53,False,Hovedstaden,Sports
2017-04-09,64,False,Hovedstaden,Sports
2017-04-16,48,False,Hovedstaden,Sports
2017-04-23,51,False,Hovedstaden,Sports
2017-04-30,51,False,Hovedstaden,Sports
2017-05-07,60,False,Hovedstaden,Sports
2017-05-14,47,False,Hovedstaden,Sports
2017-05-21,65,False,Hovedstaden,Sports
2017-05-28,56,False,Hovedstaden,Sports
2017-06-04,54,False,Hovedstaden,Sports
2017-06-11,58,False,Hovedstaden,Sports
2017-06-18,64,False,Hovedstaden,Sports
2017-06-25,74,False,Hovedstaden,Sports
2017-07-02,87,False,Hovedstaden,Sports
2017-07-09,71,False,Hovedstaden,Sports
2017-07-16,69,False,Hovedstaden,Sports
2017-07-23,66,False,Hovedstaden,Sports
2017-07-30,90,False,Hovedstaden,Sports
2017-08-06,71,False,Hovedstaden,Sports
2017-08-13,65,False,Hovedstaden,Sports
2017-08-20,65,False,Hovedstaden,Sports
2017-08-27,76,False,Hovedstaden,Sports
2017-09-03,58,False,Hovedstaden,Sports
2017-09-10,49,False,Hovedstaden,Sports
2017-09-17,51,False,Hovedstaden,Sports
2017-09-24,55,False,Hovedstaden,Sports
2017-10-01,51,False,Hovedstaden,Sports
2017-10-08,49,False,Hovedstaden,Sports
2017-10-15,63,False,Hovedstaden,Sports
2017-10-22,63,False,Hovedstaden,Sports
2017-10-29,61,False,Hovedstaden,Sports
2017-11-05,44,False,Hovedstaden,Sports
2017-11-12,63,False,Hovedstaden,Sports
2017-11-19,55,False,Hovedstaden,Sports
2017-11-26,47,False,Hovedstaden,Sports
2017-12-03,55,False,Hovedstaden,Sports
2017-12-10,64,False,Hovedstaden,Sports
2017-12-17,40,False,Hovedstaden,Sports
2017-12-24,40,False,Hovedstaden,Sports
2017-12-31,49,False,Hovedstaden,Sports
2018-01-07,65,False,Hovedstaden,Sports
2018-01-14,86,False,Hovedstaden,Sports
2018-01-21,100,False,Hovedstaden,Sports
2018-01-28,67,False,Hovedstaden,Sports
2018-02-04,43,False,Hovedstaden,Sports
2018-02-11,64,False,Hovedstaden,Sports
2018-02-18,65,False,Hovedstaden,Sports
2018-02-25,48,False,Hovedstaden,Sports
2018-03-04,59,False,Hovedstaden,Sports
2018-03-11,52,False,Hovedstaden,Sports
2018-03-18,39,False,Hovedstaden,Sports
2018-03-25,56,False,Hovedstaden,Sports
2018-04-01,46,False,Hovedstaden,Sports
2018-04-08,69,False,Hovedstaden,Sports
2018-04-15,62,False,Hovedstaden,Sports
2018-04-22,51,False,Hovedstaden,Sports
2018-04-29,52,False,Hovedstaden,Sports
2018-05-06,67,False,Hovedstaden,Sports
2018-05-13,70,False,Hovedstaden,Sports
2018-05-20,54,False,Hovedstaden,Sports
2018-05-27,56,False,Hovedstaden,Sports
2018-06-03,51,False,Hovedstaden,Sports
2018-06-10,67,False,Hovedstaden,Sports
2018-06-17,75,False,Hovedstaden,Sports
2018-06-24,65,False,Hovedstaden,Sports
2018-07-01,78,False,Hovedstaden,Sports
2018-07-08,62,False,Hovedstaden,Sports
2018-07-15,72,False,Hovedstaden,Sports
2018-07-22,65,False,Hovedstaden,Sports
2018-07-29,51,False,Hovedstaden,Sports
2018-08-05,59,False,Hovedstaden,Sports
2018-08-12,58,False,Hovedstaden,Sports
2018-08-19,55,False,Hovedstaden,Sports
2018-08-26,62,False,Hovedstaden,Sports
2018-09-02,50,False,Hovedstaden,Sports
2018-09-09,57,False,Hovedstaden,Sports
2018-09-16,63,False,Hovedstaden,Sports
2018-09-23,67,False,Hovedstaden,Sports
2018-09-30,63,False,Hovedstaden,Sports
2018-10-07,61,False,Hovedstaden,Sports
2018-10-14,50,False,Hovedstaden,Sports
2018-10-21,59,False,Hovedstaden,Sports
2018-10-28,57,False,Hovedstaden,Sports
2018-11-04,43,False,Hovedstaden,Sports
2018-11-11,48,False,Hovedstaden,Sports
2018-11-18,61,False,Hovedstaden,Sports
2018-11-25,46,False,Hovedstaden,Sports
2018-12-02,63,False,Hovedstaden,Sports
2018-12-09,56,False,Hovedstaden,Sports
2018-12-16,56,False,Hovedstaden,Sports
2018-12-23,41,False,Hovedstaden,Sports
2018-12-30,55,False,Hovedstaden,Sports
2019-01-06,61,False,Hovedstaden,Sports
2019-01-13,77,False,Hovedstaden,Sports
2019-01-20,86,False,Hovedstaden,Sports
2019-01-27,65,False,Hovedstaden,Sports
2019-02-03,62,False,Hovedstaden,Sports
2019-02-10,63,False,Hovedstaden,Sports
2019-02-17,61,False,Hovedstaden,Sports
2019-02-24,60,False,Hovedstaden,Sports
2019-03-03,60,False,Hovedstaden,Sports
2019-03-10,62,False,Hovedstaden,Sports
2019-03-17,57,False,Hovedstaden,Sports
2019-03-24,68,False,Hovedstaden,Sports
2019-03-31,50,False,Hovedstaden,Sports
2019-04-07,62,False,Hovedstaden,Sports
2019-04-14,70,False,Hovedstaden,Sports
2019-04-21,59,False,Hovedstaden,Sports
2019-04-28,57,False,Hovedstaden,Sports
2019-05-05,56,False,Hovedstaden,Sports
2019-05-12,58,False,Hovedstaden,Sports
2019-05-19,58,False,Hovedstaden,Sports
2019-05-26,56,False,Hovedstaden,Sports
2019-06-02,51,False,Hovedstaden,Sports
2019-06-09,57,False,Hovedstaden,Sports
2019-06-16,56,False,Hovedstaden,Sports
2019-06-23,52,False,Hovedstaden,Sports
2019-06-30,57,False,Hovedstaden,Sports
2019-07-07,70,False,Hovedstaden,Sports
2019-07-14,71,False,Hovedstaden,Sports
2019-07-21,73,False,Hovedstaden,Sports
2019-07-28,49,False,Hovedstaden,Sports
2019-08-04,66,False,Hovedstaden,Sports
2019-08-11,60,False,Hovedstaden,Sports
2019-08-18,58,False,Hovedstaden,Sports
2019-08-25,53,False,Hovedstaden,Sports
2019-09-01,62,False,Hovedstaden,Sports
2019-09-08,57,False,Hovedstaden,Sports
2019-09-15,58,False,Hovedstaden,Sports
2019-09-22,61,False,Hovedstaden,Sports
2019-09-29,63,False,Hovedstaden,Sports
2019-10-06,59,False,Hovedstaden,Sports
2019-10-13,61,False,Hovedstaden,Sports
2019-10-20,52,False,Hovedstaden,Sports
2019-10-27,64,False,Hovedstaden,Sports
2019-11-03,58,False,Hovedstaden,Sports
2019-11-10,63,False,Hovedstaden,Sports
2019-11-17,58,False,Hovedstaden,Sports
2019-11-24,60,False,Hovedstaden,Sports
2019-12-01,65,False,Hovedstaden,Sports
2019-12-08,60,False,Hovedstaden,Sports
2019-12-15,60,False,Hovedstaden,Sports
2019-12-22,47,False,Hovedstaden,Sports
2019-12-29,78,False,Hovedstaden,Sports
2020-01-05,66,False,Hovedstaden,Sports
2020-01-12,83,False,Hovedstaden,Sports
2020-01-19,66,False,Hovedstaden,Sports
2020-01-26,64,False,Hovedstaden,Sports
2020-02-02,53,False,Hovedstaden,Sports
2020-02-09,62,False,Hovedstaden,Sports
2020-02-16,71,False,Hovedstaden,Sports
2020-02-23,68,False,Hovedstaden,Sports
2020-03-01,62,False,Hovedstaden,Sports
2020-03-08,64,False,Hovedstaden,Sports
2020-03-15,44,False,Hovedstaden,Sports
2020-03-22,29,False,Hovedstaden,Sports
2020-03-29,29,False,Hovedstaden,Sports
2020-04-05,33,False,Hovedstaden,Sports
2020-04-12,19,False,Hovedstaden,Sports
2020-04-19,39,False,Hovedstaden,Sports
2020-04-26,37,False,Hovedstaden,Sports
2020-05-03,35,False,Hovedstaden,Sports
2020-05-10,40,False,Hovedstaden,Sports
2020-05-17,42,False,Hovedstaden,Sports
2020-05-24,41,False,Hovedstaden,Sports
2020-05-31,37,False,Hovedstaden,Sports
2020-06-07,42,False,Hovedstaden,Sports
2020-06-14,65,False,Hovedstaden,Sports
2020-06-21,51,False,Hovedstaden,Sports
2020-06-28,48,False,Hovedstaden,Sports
2020-07-05,50,False,Hovedstaden,Sports
2020-07-12,44,False,Hovedstaden,Sports
2020-07-19,50,False,Hovedstaden,Sports
2020-07-26,58,False,Hovedstaden,Sports
2020-08-02,54,False,Hovedstaden,Sports
2020-08-09,61,False,Hovedstaden,Sports
2020-08-16,40,False,Hovedstaden,Sports
2020-08-23,52,False,Hovedstaden,Sports
2020-08-30,59,False,Hovedstaden,Sports
2020-09-06,62,False,Hovedstaden,Sports
2020-09-13,57,False,Hovedstaden,Sports
2020-09-20,58,False,Hovedstaden,Sports
2020-09-27,61,False,Hovedstaden,Sports
2020-10-04,63,False,Hovedstaden,Sports
2020-10-11,70,False,Hovedstaden,Sports
2020-10-18,72,False,Hovedstaden,Sports
2020-10-25,61,False,Hovedstaden,Sports
2020-11-01,60,False,Hovedstaden,Sports
2020-11-08,55,False,Hovedstaden,Sports
2020-11-15,50,False,Hovedstaden,Sports
2020-11-22,57,False,Hovedstaden,Sports
2020-11-29,53,False,Hovedstaden,Sports
2020-12-06,54,False,Hovedstaden,Sports
2020-12-13,54,False,Hovedstaden,Sports
2020-12-20,45,False,Hovedstaden,Sports
2020-12-27,42,False,Hovedstaden,Sports
2021-01-03,43,False,Hovedstaden,Sports
2021-01-10,47,False,Hovedstaden,Sports
2021-01-17,62,False,Hovedstaden,Sports
2021-01-24,82,False,Hovedstaden,Sports
2021-01-31,57,False,Hovedstaden,Sports
2021-02-07,45,False,Hovedstaden,Sports
2021-02-14,53,False,Hovedstaden,Sports
2021-02-21,55,False,Hovedstaden,Sports
2021-02-28,52,False,Hovedstaden,Sports
2021-03-07,61,False,Hovedstaden,Sports
2021-03-14,54,False,Hovedstaden,Sports
2021-03-21,46,False,Hovedstaden,Sports
2021-03-28,52,False,Hovedstaden,Sports
2021-04-04,43,False,Hovedstaden,Sports
2021-04-11,49,False,Hovedstaden,Sports
2021-04-18,53,False,Hovedstaden,Sports
2021-04-25,45,False,Hovedstaden,Sports
2021-05-02,47,False,Hovedstaden,Sports
2021-05-09,55,False,Hovedstaden,Sports
2021-05-16,66,False,Hovedstaden,Sports
2021-05-23,70,False,Hovedstaden,Sports
2021-05-30,48,False,Hovedstaden,Sports
2021-06-06,84,False,Hovedstaden,Sports
2021-06-13,81,False,Hovedstaden,Sports
2021-06-20,93,False,Hovedstaden,Sports
2021-06-27,96,False,Hovedstaden,Sports
2021-07-04,85,False,Hovedstaden,Sports
2021-07-11,62,False,Hovedstaden,Sports
2021-07-18,65,False,Hovedstaden,Sports
2021-07-25,66,False,Hovedstaden,Sports
2021-08-01,81,False,Hovedstaden,Sports
2021-08-08,63,False,Hovedstaden,Sports
2021-08-15,65,False,Hovedstaden,Sports
2021-08-22,77,False,Hovedstaden,Sports
2021-08-29,73,False,Hovedstaden,Sports
2021-09-05,65,False,Hovedstaden,Sports
2021-09-12,73,False,Hovedstaden,Sports
2021-09-19,66,False,Hovedstaden,Sports
2021-09-26,70,False,Hovedstaden,Sports
2021-10-03,55,False,Hovedstaden,Sports
2021-10-10,65,False,Hovedstaden,Sports
2021-10-17,46,False,Hovedstaden,Sports
2021-10-24,64,False,Hovedstaden,Sports
2021-10-31,59,False,Hovedstaden,Sports
2021-11-07,57,False,Hovedstaden,Sports
2021-11-14,46,False,Hovedstaden,Sports
2021-11-21,49,True,Hovedstaden,Sports
2016-11-27,79,False,Hovedstaden,Music
2016-12-04,90,False,Hovedstaden,Music
2016-12-11,83,False,Hovedstaden,Music
2016-12-18,90,False,Hovedstaden,Music
2016-12-25,86,False,Hovedstaden,Music
2017-01-01,73,False,Hovedstaden,Music
2017-01-08,84,False,Hovedstaden,Music
2017-01-15,93,False,Hovedstaden,Music
2017-01-22,84,False,Hovedstaden,Music
2017-01-29,94,False,Hovedstaden,Music
2017-02-05,84,False,Hovedstaden,Music
2017-02-12,93,False,Hovedstaden,Music
2017-02-19,66,False,Hovedstaden,Music
2017-02-26,84,False,Hovedstaden,Music
2017-03-05,72,False,Hovedstaden,Music
2017-03-12,88,False,Hovedstaden,Music
2017-03-19,83,False,Hovedstaden,Music
2017-03-26,82,False,Hovedstaden,Music
2017-04-02,78,False,Hovedstaden,Music
2017-04-09,67,False,Hovedstaden,Music
2017-04-16,86,False,Hovedstaden,Music
2017-04-23,72,False,Hovedstaden,Music
2017-04-30,58,False,Hovedstaden,Music
2017-05-07,74,False,Hovedstaden,Music
2017-05-14,73,False,Hovedstaden,Music
2017-05-21,91,False,Hovedstaden,Music
2017-05-28,78,False,Hovedstaden,Music
2017-06-04,63,False,Hovedstaden,Music
2017-06-11,78,False,Hovedstaden,Music
2017-06-18,95,False,Hovedstaden,Music
2017-06-25,79,False,Hovedstaden,Music
2017-07-02,67,False,Hovedstaden,Music
2017-07-09,58,False,Hovedstaden,Music
2017-07-16,57,False,Hovedstaden,Music
2017-07-23,75,False,Hovedstaden,Music
2017-07-30,65,False,Hovedstaden,Music
2017-08-06,85,False,Hovedstaden,Music
2017-08-13,75,False,Hovedstaden,Music
2017-08-20,56,False,Hovedstaden,Music
2017-08-27,66,False,Hovedstaden,Music
2017-09-03,67,False,Hovedstaden,Music
2017-09-10,73,False,Hovedstaden,Music
2017-09-17,70,False,Hovedstaden,Music
2017-09-24,48,False,Hovedstaden,Music
2017-10-01,76,False,Hovedstaden,Music
2017-10-08,70,False,Hovedstaden,Music
2017-10-15,71,False,Hovedstaden,Music
2017-10-22,73,False,Hovedstaden,Music
2017-10-29,78,False,Hovedstaden,Music
2017-11-05,58,False,Hovedstaden,Music
2017-11-12,72,False,Hovedstaden,Music
2017-11-19,62,False,Hovedstaden,Music
2017-11-26,66,False,Hovedstaden,Music
2017-12-03,77,False,Hovedstaden,Music
2017-12-10,87,False,Hovedstaden,Music
2017-12-17,77,False,Hovedstaden,Music
2017-12-24,69,False,Hovedstaden,Music
2017-12-31,75,False,Hovedstaden,Music
2018-01-07,86,False,Hovedstaden,Music
2018-01-14,79,False,Hovedstaden,Music
2018-01-21,78,False,Hovedstaden,Music
2018-01-28,69,False,Hovedstaden,Music
2018-02-04,74,False,Hovedstaden,Music
2018-02-11,67,False,Hovedstaden,Music
2018-02-18,67,False,Hovedstaden,Music
2018-02-25,69,False,Hovedstaden,Music
2018-03-04,71,False,Hovedstaden,Music
2018-03-11,97,False,Hovedstaden,Music
2018-03-18,72,False,Hovedstaden,Music
2018-03-25,85,False,Hovedstaden,Music
2018-04-01,54,False,Hovedstaden,Music
2018-04-08,97,False,Hovedstaden,Music
2018-04-15,96,False,Hovedstaden,Music
2018-04-22,73,False,Hovedstaden,Music
2018-04-29,75,False,Hovedstaden,Music
2018-05-06,77,False,Hovedstaden,Music
2018-05-13,54,False,Hovedstaden,Music
2018-05-20,77,False,Hovedstaden,Music
2018-05-27,82,False,Hovedstaden,Music
2018-06-03,73,False,Hovedstaden,Music
2018-06-10,64,False,Hovedstaden,Music
2018-06-17,57,False,Hovedstaden,Music
2018-06-24,81,False,Hovedstaden,Music
2018-07-01,65,False,Hovedstaden,Music
2018-07-08,83,False,Hovedstaden,Music
2018-07-15,85,False,Hovedstaden,Music
2018-07-22,74,False,Hovedstaden,Music
2018-07-29,81,False,Hovedstaden,Music
2018-08-05,75,False,Hovedstaden,Music
2018-08-12,93,False,Hovedstaden,Music
2018-08-19,71,False,Hovedstaden,Music
2018-08-26,86,False,Hovedstaden,Music
2018-09-02,75,False,Hovedstaden,Music
2018-09-09,87,False,Hovedstaden,Music
2018-09-16,58,False,Hovedstaden,Music
2018-09-23,73,False,Hovedstaden,Music
2018-09-30,80,False,Hovedstaden,Music
2018-10-07,71,False,Hovedstaden,Music
2018-10-14,81,False,Hovedstaden,Music
2018-10-21,69,False,Hovedstaden,Music
2018-10-28,85,False,Hovedstaden,Music
2018-11-04,70,False,Hovedstaden,Music
2018-11-11,53,False,Hovedstaden,Music
2018-11-18,70,False,Hovedstaden,Music
2018-11-25,67,False,Hovedstaden,Music
2018-12-02,88,False,Hovedstaden,Music
2018-12-09,83,False,Hovedstaden,Music
2018-12-16,78,False,Hovedstaden,Music
2018-12-23,71,False,Hovedstaden,Music
2018-12-30,75,False,Hovedstaden,Music
2019-01-06,95,False,Hovedstaden,Music
2019-01-13,76,False,Hovedstaden,Music
2019-01-20,82,False,Hovedstaden,Music
2019-01-27,54,False,Hovedstaden,Music
2019-02-03,78,False,Hovedstaden,Music
2019-02-10,57,False,Hovedstaden,Music
2019-02-17,54,False,Hovedstaden,Music
2019-02-24,58,False,Hovedstaden,Music
2019-03-03,54,False,Hovedstaden,Music
2019-03-10,52,False,Hovedstaden,Music
2019-03-17,43,False,Hovedstaden,Music
2019-03-24,55,False,Hovedstaden,Music
2019-03-31,64,False,Hovedstaden,Music
2019-04-07,60,False,Hovedstaden,Music
2019-04-14,57,False,Hovedstaden,Music
2019-04-21,74,False,Hovedstaden,Music
2019-04-28,61,False,Hovedstaden,Music
2019-05-05,63,False,Hovedstaden,Music
2019-05-12,69,False,Hovedstaden,Music
2019-05-19,78,False,Hovedstaden,Music
2019-05-26,83,False,Hovedstaden,Music
2019-06-02,50,False,Hovedstaden,Music
2019-06-09,61,False,Hovedstaden,Music
2019-06-16,73,False,Hovedstaden,Music
2019-06-23,74,False,Hovedstaden,Music
2019-06-30,69,False,Hovedstaden,Music
2019-07-07,83,False,Hovedstaden,Music
2019-07-14,76,False,Hovedstaden,Music
2019-07-21,56,False,Hovedstaden,Music
2019-07-28,72,False,Hovedstaden,Music
2019-08-04,81,False,Hovedstaden,Music
2019-08-11,78,False,Hovedstaden,Music
2019-08-18,68,False,Hovedstaden,Music
2019-08-25,65,False,Hovedstaden,Music
2019-09-01,56,False,Hovedstaden,Music
2019-09-08,60,False,Hovedstaden,Music
2019-09-15,70,False,Hovedstaden,Music
2019-09-22,78,False,Hovedstaden,Music
2019-09-29,74,False,Hovedstaden,Music
2019-10-06,82,False,Hovedstaden,Music
2019-10-13,89,False,Hovedstaden,Music
2019-10-20,74,False,Hovedstaden,Music
2019-10-27,96,False,Hovedstaden,Music
2019-11-03,80,False,Hovedstaden,Music
2019-11-10,96,False,Hovedstaden,Music
2019-11-17,88,False,Hovedstaden,Music
2019-11-24,67,False,Hovedstaden,Music
2019-12-01,100,False,Hovedstaden,Music
2019-12-08,54,False,Hovedstaden,Music
2019-12-15,77,False,Hovedstaden,Music
2019-12-22,73,False,Hovedstaden,Music
2019-12-29,87,False,Hovedstaden,Music
2020-01-05,75,False,Hovedstaden,Music
2020-01-12,77,False,Hovedstaden,Music
2020-01-19,60,False,Hovedstaden,Music
2020-01-26,83,False,Hovedstaden,Music
2020-02-02,77,False,Hovedstaden,Music
2020-02-09,79,False,Hovedstaden,Music
2020-02-16,77,False,Hovedstaden,Music
2020-02-23,74,False,Hovedstaden,Music
2020-03-01,69,False,Hovedstaden,Music
2020-03-08,57,False,Hovedstaden,Music
2020-03-15,66,False,Hovedstaden,Music
2020-03-22,62,False,Hovedstaden,Music
2020-03-29,65,False,Hovedstaden,Music
2020-04-05,75,False,Hovedstaden,Music
2020-04-12,75,False,Hovedstaden,Music
2020-04-19,77,False,Hovedstaden,Music
2020-04-26,69,False,Hovedstaden,Music
2020-05-03,67,False,Hovedstaden,Music
2020-05-10,76,False,Hovedstaden,Music
2020-05-17,69,False,Hovedstaden,Music
2020-05-24,85,False,Hovedstaden,Music
2020-05-31,73,False,Hovedstaden,Music
2020-06-07,63,False,Hovedstaden,Music
2020-06-14,77,False,Hovedstaden,Music
2020-06-21,50,False,Hovedstaden,Music
2020-06-28,68,False,Hovedstaden,Music
2020-07-05,67,False,Hovedstaden,Music
2020-07-12,69,False,Hovedstaden,Music
2020-07-19,77,False,Hovedstaden,Music
2020-07-26,71,False,Hovedstaden,Music
2020-08-02,70,False,Hovedstaden,Music
2020-08-09,81,False,Hovedstaden,Music
2020-08-16,81,False,Hovedstaden,Music
2020-08-23,59,False,Hovedstaden,Music
2020-08-30,73,False,Hovedstaden,Music
2020-09-06,68,False,Hovedstaden,Music
2020-09-13,50,False,Hovedstaden,Music
2020-09-20,83,False,Hovedstaden,Music
2020-09-27,71,False,Hovedstaden,Music
2020-10-04,60,False,Hovedstaden,Music
2020-10-11,57,False,Hovedstaden,Music
2020-10-18,58,False,Hovedstaden,Music
2020-10-25,58,False,Hovedstaden,Music
2020-11-01,56,False,Hovedstaden,Music
2020-11-08,68,False,Hovedstaden,Music
2020-11-15,67,False,Hovedstaden,Music
2020-11-22,50,False,Hovedstaden,Music
2020-11-29,73,False,Hovedstaden,Music
2020-12-06,66,False,Hovedstaden,Music
2020-12-13,75,False,Hovedstaden,Music
2020-12-20,83,False,Hovedstaden,Music
2020-12-27,68,False,Hovedstaden,Music
2021-01-03,59,False,Hovedstaden,Music
2021-01-10,71,False,Hovedstaden,Music
2021-01-17,51,False,Hovedstaden,Music
2021-01-24,54,False,Hovedstaden,Music
2021-01-31,68,False,Hovedstaden,Music
