,index,City,year,Region,slope,intercept,R2,R2_adj,mean,trending
244,244,Dyssegård,2021,Hovedstaden,,,,,,0
245,245,Ebeltoft,2017,Midtjylland,-0.0016032108845648596,8.122161661867544,0.00016126838740582183,-0.01983550624484609,8.079676573426575,0
246,246,Ebeltoft,2018,Midtjylland,0.2091720051591029,3.486492000646412,0.8013195298014112,0.7973459203974393,9.029550137362637,1
247,247,Ebeltoft,2019,Midtjylland,0.0948153954813224,7.613047614150553,0.2922432408464808,0.27808810566341036,10.125655594405593,0
248,248,Ebeltoft,2020,Midtjylland,0.1902283024966157,11.01789915966386,0.2621589661960081,0.24740214551992823,16.05894917582418,0
249,249,Ebeltoft,2021,Midtjylland,0.2155147723983209,17.03101654846335,0.6434250055437762,0.6356733752295105,22.311128472222222,1
250,250,Egtved,2017,Syddanmark,-0.06145948945615979,7.545503393665159,0.21106425674030893,0.19528554187511504,5.916826923076922,0
251,251,Egtved,2018,Syddanmark,0.3005266584137284,2.5449377828054316,0.3910281861837862,0.37884874990746187,10.508894230769231,0
252,252,Egtved,2019,Syddanmark,0.10188596780577922,10.19597902097902,0.14457764376154592,0.1274691966367768,12.895957167832167,0
253,253,Egtved,2020,Syddanmark,0.23080593025792823,11.47458836098542,0.4995617712793441,0.48955300670493096,17.59094551282051,1
254,254,Egtved,2021,Syddanmark,0.40443099580257585,16.02126699172576,0.7248649862292964,0.7188837902777594,25.929826388888888,1
255,255,Egå,2017,Midtjylland,0.11060457300745855,7.072300493624028,0.3696690145600027,0.3570623948512027,10.003321678321678,0
256,256,Egå,2018,Midtjylland,0.38414564555865893,3.1810023432449928,0.6618901726223395,0.6551279760747863,13.36086195054945,1
257,257,Egå,2019,Midtjylland,-0.020224873166049474,17.854034119475294,0.011854266721477824,-0.007908647944092628,17.31807498057498,0
258,258,Egå,2020,Midtjylland,0.2538967844031662,14.471934389140273,0.5444931037685065,0.5353829658438766,21.20019917582417,1
259,259,Egå,2021,Midtjylland,0.2682701910551451,23.63387337470449,0.4647663938902685,0.45313088071397,30.206493055555555,1
260,260,Erslev,2017,Nordjylland,0.011145201912404971,6.4366233031674245,0.0032861553243836994,-0.016648121569128538,6.7319711538461515,0
261,261,Erslev,2018,Nordjylland,0.0486926918808163,5.324547511312218,0.08207730687907322,0.0637188530166547,6.6149038461538465,0
262,262,Erslev,2019,Nordjylland,-0.02459927004183378,8.744428733031672,0.021877897543219227,0.002315455494083629,8.092548076923077,0
263,263,Erslev,2020,Nordjylland,0.1456056660690402,8.194708396178985,0.42877789103069375,0.41735344885130765,12.053258547008546,1
264,264,Erslev,2021,Nordjylland,0.23555869156173082,15.50346483451536,0.31028736769479315,0.29529361481859295,21.274652777777778,0
265,265,Esbjerg,2017,Syddanmark,0.07530094766498768,2.922313348416289,0.613409402074734,0.6056775901162288,4.917788461538462,1
266,266,Esbjerg,2018,Syddanmark,0.17085076410825573,2.0373585972850696,0.6532948537364164,0.6463607508111446,6.564903846153845,1
267,267,Esbjerg,2019,Syddanmark,0.04654880358265491,7.436474187577128,0.2945808638187565,0.28047248109513156,8.670017482517482,0
268,268,Esbjerg,2020,Syddanmark,0.13293402629556916,9.442392533936651,0.5461098420779416,0.5370320389195004,12.965144230769228,1
269,269,Esbjerg,2021,Syddanmark,0.27903450209871156,12.33320330969267,0.8352023971829733,0.8316198405999944,19.16954861111111,1
270,270,Espergærde,2017,Hovedstaden,-0.061930120379065985,7.813263574660636,0.19704902063605734,0.1809900010487785,6.172115384615385,0
