"","Area_ID","Area_name.x","year","pop","pop_density"
"1604","787-11036","Hundborg","2017",501,1384
"1605","787-11037","Snedsted","2017",1200,1729.1
"1606","787-11038","Koldby","2017",781,1160.5
"1607","787-11040","Vestervig","2017",628,1043.2
"1608","787-11041","Hurup","2017",2745,1153.4
"1609","787-11042","Bedsted","2017",872,1110.8
"1610","787-11053","Agger","2017",363,282.9
"1611","787-11059","Klitmøller","2017",903,390.4
"1612","787-11088","Ydby","2017",274,721.1
"1613","787-11112","Nors","2017",1050,1147.5
"1614","787-11113","Hillerslev","2017",391,1053.9
"1615","787-11182","Sennels","2017",862,1138.7
"1616","787-11187","Sundby","2017",310,987.3
"1617","787-11189","Vilsund Vest","2017",395,877.8
"1618","787-11191","Nørre Vorupør","2017",586,353.2
"1619","787-11247","Sjørring","2017",710,1099.1
"1620","787-11248","Thisted","2017",13363,1619.8
"1621","787-17514","Øsløs","2017",210,684
"1622","787-99997","Uden fast bopæl","2017",51,0
"1623","787-99999","Landdistrikter","2017",13118,12.5
"1624","791-00791","Viborg Kommune","2017",0,0
"1625","791-10715","Karup","2017",2256,1142.9
"1626","791-10716","Skelhøje","2017",511,1498.5
"1627","791-10717","Hald Ege","2017",0,0
"1628","791-10718","Rindsholm","2017",267,861.3
"1629","791-10721","Ulbjerg","2017",503,1004
"1630","791-10726","Frederiks","2017",1856,1366.7
"1631","791-10768","Kølvrå","2017",761,1000
"1632","791-10771","Bjerringbro","2017",7551,1190.4
"1633","791-10788","Mønsted","2017",740,1046.7
"1634","791-10792","Tapdrup","2017",508,1326.4
"1635","791-10793","Vejrumbro","2017",418,1120.6
"1636","791-10799","Ørum","2017",1413,1301.1
"1637","791-10800","Bjerregrav","2017",448,873.3
"1638","791-10801","Møldrup","2017",1300,1220.7
"1639","791-10803","Klejtrup","2017",903,1266.5
"1640","791-10804","Løvel","2017",778,1047.1
"1641","791-10805","Vammen","2017",546,1103
"1642","791-10809","Sahl","2017",333,1128.8
"1643","791-10835","Rødding","2017",918,1285.7
"1644","791-10836","Mammen","2017",327,1267.4
"1645","791-10868","Grønhøj","2017",0,0
"1646","791-10878","Rødkærsbro","2017",1687,874.1
"1647","791-10879","Tange","2017",276,1014.7
"1648","791-10901","Fly","2017",298,820.9
"1649","791-10902","Stoholm","2017",2531,1371.1
"1650","791-10903","Kjeldbjerg","2017",282,819.8
"1651","791-10904","Sjørup","2017",287,834.3
"1652","791-10905","Vridsted","2017",585,1003.4
"1653","791-10918","Bruunshåb","2017",807,1253.1
"1654","791-10920","Hammershøj","2017",930,981
"1655","791-10921","Kvorning","2017",214,856
"1656","791-10963","Sparkær","2017",638,1217.6
"1657","791-10964","Skals","2017",1839,1290.5
"1658","791-10965","Løgstrup","2017",1897,1484.4
"1659","791-10966","Ravnstrup","2017",425,1039.1
"1660","791-10970","Birgittelyst","2017",620,1527.1
"1661","791-10978","Hvam Stationsby","2017",298,780.1
"1662","791-10986","Viborg","2017",40371,1606
"1663","791-13038","Finderup","2017",0,0
"1664","791-13770","Låstrup","2017",0,0
"1665","791-13779","Hjarbæk","2017",224,411
"1666","791-14725","Vinkel","2017",211,950.5
"1667","791-18307","Sønder Rind","2017",284,956.2
"1668","791-18413","Knudby","2017",244,613.1
"1669","791-99997","Uden fast bopæl","2017",158,0
"1670","791-99999","Landdistrikter","2017",19034,14.1
"1671","810-00810","Brønderslev Kommune","2017",0,0
"1672","810-10583","Brønderslev","2017",12541,1545.6
"1673","810-10584","Øster Brønderslev","2017",963,1354.4
"1674","810-10597","Hallund","2017",317,990.6
"1675","810-10598","Jerslev","2017",879,1135.7
"1676","810-10619","Asaa","2017",1134,1145.5
"1677","810-10622","Hjallerup","2017",3823,1327.4
"1678","810-10623","Klokkerholm","2017",903,1088
"1679","810-10665","Agersted","2017",574,1127.7
"1680","810-10712","Tise","2017",243,1025.3
"1681","810-10931","Stenum","2017",278,1003.6
"1682","810-18334","Dronninglund","2017",3427,1374.1
"1683","810-18350","Serritslev","2017",465,947
"1684","810-18381","Flauenskjold","2017",724,840.9
"1685","810-99997","Uden fast bopæl","2017",73,0
"1686","810-99999","Landdistrikter","2017",9784,15.9
"1687","813-00813","Frederikshavn Kommune","2017",0,0
"1688","813-10579","Præstbro","2017",229,864.2
"1689","813-10616","Haldbjerg","2017",336,783.2
"1690","813-10618","Voerså","2017",556,889.6
"1691","813-10983","Skagen","2017",8088,1036.4
"1692","813-10984","Jerup","2017",574,793.9
"1693","813-10985","Elling","2017",1212,1297.6
"1694","813-11090","Frederikshavn","2017",23501,1736.1
"1695","813-11274","Østervrå","2017",1302,1307.2
"1696","813-18297","Ravnshøj","2017",606,1534.2
"1697","813-18309","Kvissel","2017",414,1078.1
"1698","813-18312","Thorshøj","2017",288,897.2
"1699","813-18316","Ålbæk","2017",1475,897.2
"1700","813-18324","Sæby","2017",8841,1151
"1701","813-18325","Hørby","2017",465,812.9
"1702","813-18326","Syvsten","2017",259,1111.6
"1703","813-18327","Lyngså","2017",246,562.9
"1704","813-18342","Strandby","2017",2258,1476.8
"1705","813-18351","Kilden","2017",874,996.6
"1706","813-18379","Gærum","2017",661,1178.3
"1707","813-18380","Dybvad","2017",610,887.9
"1708","813-99997","Uden fast bopæl","2017",90,0
"1709","813-99999","Landdistrikter","2017",7471,12.2
"1710","820-00820","Vesthimmerlands Kommune","2017",0,0
"1711","820-10719","Gedsted","2017",891,981.3
"1712","820-10720","Fjelsø","2017",0,0
"1713","820-10732","Aggersund","2017",317,777
"1714","820-10733","Løgstør","2017",4104,1130.6
"1715","820-10739","Vegger","2017",325,1300
"1716","820-10769","Østrup","2017",289,1219.4
"1717","820-10842","Strandby","2017",310,888.3
"1718","820-10873","Vindblæs","2017",228,608
"1719","820-10874","Ranum","2017",994,947.6
"1720","820-10875","Vilsted","2017",232,958.7
"1721","820-10876","Overlade","2017",468,1098.6
"1722","820-10887","Hvalpsund","2017",682,590.5
"1723","820-10892","Farsø","2017",3410,1213.5
"1724","820-10893","Havbro","2017",365,933.5
"1725","820-10894","Vognsild","2017",265,722.1
"1726","820-10895","Ullits","2017",293,993.2
"1727","820-10933","Hornum","2017",909,1271.3
"1728","820-10934","Vester Hornum","2017",576,1127.2
"1729","820-10975","Simested","2017",257,1103
"1730","820-10976","Aalestrup","2017",2775,1013.9
"1731","820-10980","Aars","2017",8246,1381
"1732","820-11259","Fandrup","2017",205,1145.3
"1733","820-99997","Uden fast bopæl","2017",58,0
"1734","820-99999","Landdistrikter","2017",11086,14.9
"1735","825-00825","Læsø Kommune","2017",0,0
"1736","825-10384","Vesterø Havn","2017",371,240.6
"1737","825-10504","Østerby Havn","2017",267,500
"1738","825-10505","Byrum","2017",438,487.2
"1739","825-99997","Uden fast bopæl","2017",1,0
"1740","825-99999","Landdistrikter","2017",716,6.2
"1741","840-00840","Rebild Kommune","2017",0,0
"1742","840-10585","Blenstrup","2017",529,1130.3
"1743","840-10664","Bælum","2017",772,1112.4
"1744","840-10734","Haverslev","2017",765,829.7
"1745","840-10782","Ravnkilde","2017",360,1040.5
"1746","840-10783","Rørbæk","2017",435,1185.3
"1747","840-10798","Sørup","2017",384,950.5
"1748","840-10807","Støvring","2017",7516,1299.9
"1749","840-10827","Suldrup","2017",1250,1474.1
"1750","840-10830","Rebild","2017",620,1353.7
"1751","840-10831","Skørping","2017",2958,1662.7
"1752","840-10865","Øster Hornum","2017",975,1464
"1753","840-10977","Nørager","2017",1168,1117.7
"1754","840-10981","Sønderup","2017",219,977.7
"1755","840-11265","Aarestrup","2017",206,876.6
"1756","840-12337","Store Brøndum","2017",0,0
"1757","840-13954","Stenild","2017",0,0
"1758","840-17177","Guldbæk","2017",0,0
"1759","840-18344","Terndrup","2017",1587,1270.6
"1760","840-18840","Guldbæk Syd","2017",203,456.2
"1761","840-99997","Uden fast bopæl","2017",20,0
"1762","840-99999","Landdistrikter","2017",9424,15.6
"1763","846-00846","Mariagerfjord Kommune","2017",0,0
"1764","846-10092","Rostrup","2017",265,679.5
"1765","846-10516","Hadsund","2017",4857,1186.7
"1766","846-10517","Hadsund Syd","2017",484,950.9
"1767","846-10518","Assens","2017",1507,1146.9
"1768","846-10624","Veddum","2017",350,879.4
"1769","846-10625","Øster Hurup","2017",718,408.2
"1770","846-10626","Als","2017",937,1169.8
"1771","846-10679","Visborg","2017",437,1030.7
"1772","846-10722","Hobro","2017",11917,1248.6
"1773","846-10735","Vebbestrup","2017",374,1041.8
"1774","846-10736","Arden","2017",2510,1267.7
"1775","846-10781","Rold","2017",244,1060.9
"1776","846-10784","Øster Doense","2017",235,660.1
"1777","846-10785","Døstrup","2017",332,907.1
"1778","846-10802","Hvornum","2017",323,909.9
"1779","846-10974","Valsgård","2017",1109,1551
"1780","846-10979","Hvilsom","2017",239,1004.2
"1781","846-11275","Oue","2017",346,1165
"1782","846-12967","Hørby","2017",218,775.8
"1783","846-14070","Skelund","2017",437,1021
"1784","846-18294","Sønder Onsild","2017",512,785.3
"1785","846-18295","Sønder Onsild Stationsby","2017",290,1367.9
"1786","846-18296","Handest","2017",222,816.2
"1787","846-18404","Mariager","2017",2490,1325.2
"1788","846-18407","Norup","2017",258,837.7
"1789","846-18408","Astrup","2017",529,1031.2
"1790","846-99997","Uden fast bopæl","2017",58,0
"1791","846-99999","Landdistrikter","2017",9868,14.3
"1792","849-00849","Jammerbugt Kommune","2017",0,0
"1793","849-10713","Blokhus","2017",500,276.2
"1794","849-10714","Hune","2017",601,676.8
"1795","849-10763","Biersted","2017",1690,1625
"1796","849-10764","Nørhalne","2017",1357,1704.8
"1797","849-10822","Kås","2017",2558,1268.2
"1798","849-10823","Pandrup","2017",2929,1090.5
"1799","849-10826","Fjerritslev","2017",3398,1230.3
"1800","849-10833","Ingstrup","2017",396,821.6
"1801","849-10847","Gjøl","2017",927,940.2
"1802","849-10848","Halvrimmen","2017",646,1216.6
"1803","849-10859","Birkelse","2017",686,1402.9
"1804","849-10867","Bonderup","2017",221,932.5
"1805","849-10869","Tranum","2017",446,499.4
"1806","849-10870","Aabybro","2017",5859,1424.9
"1807","849-10926","Vester Torup","2017",251,693.4
"1808","849-10927","Klim","2017",446,929.2
"1809","849-10928","Arentsminde","2017",420,933.3
"1810","849-10929","Skovsgård","2017",865,986.3
"1811","849-10930","Østerby","2017",400,798.4
"1812","849-10932","Saltum","2017",690,1071.4
"1813","849-10962","Moseby","2017",0,0
"1814","849-11257","Gøttrup","2017",203,886.5
"1815","849-11269","Brovst","2017",2733,1164
"1816","849-12055","Vester Hjermitslev","2017",409,777.6
"1817","849-13760","Ny Skovsgård","2017",230,697
"1818","849-99997","Uden fast bopæl","2017",15,0
"1819","849-99999","Landdistrikter","2017",9705,11.6
"1820","851-00851","Aalborg Kommune","2017",0,0
"1821","851-10085","Nørre Kongerslev","2017",274,1022.4
"1822","851-10093","Fjellerad","2017",424,1390.2
"1823","851-10094","Mou","2017",1142,1449.2
"1824","851-10095","Egense","2017",0,0
"1825","851-10096","Hals","2017",2459,1530.2
"1826","851-10575","Sulsted","2017",1539,1535.9
"1827","851-10577","Storvorde","2017",3331,1742.2
"1828","851-10578","Vaarst","2017",394,1335.6
"1829","851-10582","Vodskov","2017",4292,1647.6
"1830","851-10594","Vester Hassing","2017",2554,1480.6
"1831","851-10595","Stae","2017",364,1013.9
"1832","851-10599","Kongerslev","2017",1376,1158.2
"1833","851-10600","Gistrup","2017",3579,1820.4
"1834","851-10601","Klarup","2017",4714,1869.2
"1835","851-10602","Nøvling","2017",381,1567.9
"1836","851-10603","Gudumholm","2017",768,1462.9
"1837","851-10620","Vestbjerg","2017",2810,1634.7
"1838","851-10621","Uggerhalne","2017",284,1036.5
"1839","851-10666","Hou","2017",685,782
"1840","851-10740","Farstrup","2017",434,817.3
"1841","851-10741","Sebbersund","2017",349,1133.1
"1842","851-10742","Valsted","2017",233,829.2
"1843","851-10752","Kølby","2017",0,0
"1844","851-10761","Nibe","2017",5233,1802.6
"1845","851-10765","Vadum","2017",2336,1700.1
"1846","851-10860","Sønderholm","2017",876,1489.8
"1847","851-10861","Dall Villaby","2017",1084,1869
"1848","851-10862","Frejlev","2017",2779,1616.6
"1849","851-10863","Godthåb","2017",0,0
"1850","851-10864","Svenstrup","2017",7257,1446.2
"1851","851-10866","Ferslev","2017",724,1381.7
"1852","851-10917","Ellidshøj","2017",518,1359.6
"1853","851-10924","Bislev","2017",217,720.9
"1854","851-10938","Aalborg","2017",113417,2262.8
"1855","851-11270","Langholt","2017",977,1449.6
"1856","851-13594","Nørholm","2017",281,986
"1857","851-18292","Tylstrup","2017",1295,1346.2
"1858","851-18311","Grindsted","2017",713,1609.5
"1859","851-18335","Gandrup","2017",1532,1203.5
"1860","851-18336","Ulsted","2017",1066,1503.5
"1861","851-18442","Nørresundby","2017",22600,2131.1
"1862","851-70040","Skellet","2017",0,0
"1863","851-70378","Koldkær","2017",0,0
"1864","851-99997","Uden fast bopæl","2017",585,0
"1865","851-99999","Landdistrikter","2017",16061,15.5
"1866","860-00860","Hjørring Kommune","2017",0,0
"1867","860-10515","Uggerby","2017",210,836.7
"1868","860-10526","Vidstrup","2017",213,1323
"1869","860-10529","Tornby","2017",1023,1042.8
"1870","860-10530","Lønstrup","2017",521,283.6
"1871","860-10531","Bjergby","2017",871,1027.1
"1872","860-10550","Astrup","2017",579,1146.5
"1873","860-10555","Sindal","2017",3069,1090.6
"1874","860-10772","Løkken","2017",1576,616.1
"1875","860-10773","Sønder Rubjerg","2017",220,647.1
"1876","860-10832","Vrensted","2017",310,665.2
"1877","860-10950","Poulstrup","2017",454,1201.1
"1878","860-10961","Vrå","2017",2484,1145.2
"1879","860-11091","Hjørring","2017",25764,1478.2
"1880","860-11268","Harken","2017",404,814.5
"1881","860-13289","Hundelev","2017",224,783.2
"1882","860-17168","Børglum","2017",0,0
"1883","860-18298","Mosbjerg","2017",264,874.2
"1884","860-18300","Bindslev","2017",1117,1002.7
"1885","860-18301","Tversted","2017",568,196
"1886","860-18302","Åbyen","2017",573,1854.4
"1887","860-18306","Tolne","2017",203,894.3
"1888","860-18315","Lendum","2017",540,1120.3
"1889","860-18317","Hirtshals","2017",5880,1327
"1890","860-18318","Horne","2017",701,1325.1
"1891","860-18377","Lørslev","2017",271,1000
"1892","860-18378","Tårs","2017",1886,1255.7
"1893","860-18403","Rakkeby","2017",233,756.5
"1894","860-99997","Uden fast bopæl","2017",77,0
"1895","860-99999","Landdistrikter","2017",15072,17.1
"1896","000-01100","Hovedstadsområdet","2017",0,0
"1897","000-01100","Hovedstadsområdet","2018",0,0
"1898","101-00101","Københavns Kommune","2018",0,0
"1899","101-01100","København (del af Hovedstadsområdet)","2018",613288,7978.5
"1900","101-99999","Landdistrikter","2018",0,0
"1901","147-00147","Frederiksberg Kommune","2018",0,0
"1902","147-01100","Frederiksberg (del af Hovedstadsområdet)","2018",104410,11991.5
"1903","147-99999","Landdistrikter","2018",0,0
"1904","151-00151","Ballerup Kommune","2018",0,0
"1905","151-01100","Ballerup (del af Hovedstadsområdet)","2018",39173,2495.9
"1906","151-10223","Smørumnedre (del af flere kommuner)","2018",8848,2325.4
"1907","151-99997","Uden fast bopæl","2018",46,0
"1908","151-99999","Landdistrikter","2018",228,15.7
"1909","153-00153","Brøndby Kommune","2018",0,0
"1910","153-01100","Brøndby (del af Hovedstadsområdet)","2018",35349,2694.5
"1911","153-99997","Uden fast bopæl","2018",128,0
"1912","153-99999","Landdistrikter","2018",61,7.7
"1913","155-00155","Dragør Kommune","2018",0,0
"1914","155-10277","Søvang","2018",1752,2716.3
"1915","155-10278","Dragør","2018",12085,2560.4
"1916","155-99997","Uden fast bopæl","2018",45,0
"1917","155-99999","Landdistrikter","2018",390,30.2
"1918","157-00157","Gentofte Kommune","2018",0,0
"1919","157-01100","Gentofte (del af Hovedstadsområdet)","2018",75803,3169.7
"1920","157-99999","Landdistrikter","2018",0,0
"1921","159-00159","Gladsaxe Kommune","2018",0,0
"1922","159-01100","Gladsaxe (del af Hovedstadsområdet)","2018",69260,3205.4
"1923","159-99997","Uden fast bopæl","2018",216,0
"1924","159-99999","Landdistrikter","2018",8,2.4
"1925","161-00161","Glostrup Kommune","2018",0,0
"1926","161-01100","Glostrup (del af Hovedstadsområdet)","2018",22544,2668.2
"1927","161-99997","Uden fast bopæl","2018",95,0
"1928","161-99999","Landdistrikter","2018",24,4.9
"1929","163-00163","Herlev Kommune","2018",0,0
"1930","163-01100","Herlev (del af Hovedstadsområdet)","2018",28535,2909.7
"1931","163-99997","Uden fast bopæl","2018",19,0
"1932","163-99999","Landdistrikter","2018",18,7.9
"1933","165-00165","Albertslund Kommune","2018",0,0
"1934","165-01100","Albertslund (del af Hovedstadsområdet)","2018",27548,2663.4
"1935","165-99997","Uden fast bopæl","2018",69,0
"1936","165-99999","Landdistrikter","2018",126,9.8
"1937","167-00167","Hvidovre Kommune","2018",0,0
"1938","167-01100","Hvidovre (del af Hovedstadsområdet)","2018",53147,2838
"1939","167-99997","Uden fast bopæl","2018",135,0
"1940","167-99999","Landdistrikter","2018",0,0
"1941","169-00169","Høje-Taastrup Kommune","2018",0,0
"1942","169-10201","Hedehusene","2018",11990,1860.4
"1943","169-10202","Reerslev","2018",646,1279.2
"1944","169-10203","Taastrup","2018",34470,2576.4
"1945","169-18394","Sengeløse","2018",1550,1733.8
"1946","169-18395","Vridsløsemagle","2018",272,795.3
"1947","169-99997","Uden fast bopæl","2018",109,0
"1948","169-99999","Landdistrikter","2018",1559,27.5
"1949","173-00173","Lyngby-Taarbæk Kommune","2018",0,0
"1950","173-01100","Lyngby-Taarbæk (del af Hovedstadsområdet)","2018",55054,3010.4
"1951","173-10287","Skodsborg","2018",0,0
"1952","173-99997","Uden fast bopæl","2018",225,0
"1953","173-99999","Landdistrikter","2018",193,9.4
"1954","175-00175","Rødovre Kommune","2018",0,0
"1955","175-01100","Rødovre (del af Hovedstadsområdet)","2018",39188,3490.8
"1956","175-99997","Uden fast bopæl","2018",155,0
"1957","175-99999","Landdistrikter","2018",0,0
"1958","183-00183","Ishøj Kommune","2018",0,0
"1959","183-01100","Ishøj (del af Hovedstadsområdet)","2018",20868,3802.5
"1960","183-15889","Torslunde","2018",320,1474.7
"1961","183-18390","Ishøj Landsby","2018",1190,1700
"1962","183-18597","Vestervang","2018",0,0
"1963","183-99997","Uden fast bopæl","2018",77,0
"1964","183-99999","Landdistrikter","2018",533,26.5
"1965","185-00185","Tårnby Kommune","2018",0,0
"1966","185-01100","Tårnby (del af Hovedstadsområdet)","2018",42607,3109.1
"1967","185-99997","Uden fast bopæl","2018",137,0
"1968","185-99999","Landdistrikter","2018",319,6.1
"1969","187-00187","Vallensbæk Kommune","2018",0,0
"1970","187-01100","Vallensbæk (del af Hovedstadsområdet)","2018",15739,3851
"1971","187-18391","Vallensbæk Landsby","2018",443,1710.4
"1972","187-99997","Uden fast bopæl","2018",38,0
"1973","187-99999","Landdistrikter","2018",60,11.6
"1974","190-00190","Furesø Kommune","2018",0,0
"1975","190-01100","Furesø (del af Hovedstadsområdet)","2018",3799,2312.2
"1976","190-10221","Kirke Værløse","2018",965,1549
"1977","190-10223","Smørumnedre (del af flere kommuner)","2018",1249,2334.6
"1978","190-10237","Farum","2018",20302,2642.5
"1979","190-10241","Birkerød (del af flere kommuner)","2018",5,384.6
"1980","190-11048","Værløse","2018",13070,2571.3
"1981","190-18839","Laanshøj","2018",616,2851.9
"1982","190-99997","Uden fast bopæl","2018",152,0
"1983","190-99999","Landdistrikter","2018",753,18.4
"1984","201-00201","Allerød Kommune","2018",0,0
"1985","201-10241","Birkerød (del af flere kommuner)","2018",36,1058.8
"1986","201-10300","Blovstrød","2018",2264,1716.5
"1987","201-10693","Lynge","2018",4166,2318.3
"1988","201-10829","Lillerød","2018",16878,2271.3
"1989","201-12871","Nymølle","2018",369,305.5
"1990","201-99997","Uden fast bopæl","2018",52,0
"1991","201-99999","Landdistrikter","2018",1470,26.4
"1992","210-00210","Fredensborg Kommune","2018",0,0
"1993","210-10006","Humlebæk","2018",9643,2320.3
"1994","210-10008","Nivå","2018",8048,2957.7
"1995","210-10172","Helsingør (del af flere kommuner)","2018",97,2255.8
"1996","210-10194","Espergærde (del af flere kommuner)","2018",0,0
"1997","210-10303","Hørsholm (del af flere kommuner)","2018",10220,2598.5
"1998","210-10652","Hillerød (del af flere kommuner)","2018",9,1125
"1999","210-10703","Sørup","2018",547,1490.5
"2000","210-16469","Karlebo","2018",226,804.3
"2001","210-18410","Fredensborg","2018",8611,1830.2
"2002","210-18411","Nivå Havn","2018",0,0
"2003","210-99997","Uden fast bopæl","2018",107,0
"2004","210-99999","Landdistrikter","2018",3271,34.1
"2005","217-00217","Helsingør Kommune","2018",0,0
"2006","217-10007","Kvistgård","2018",1157,687.5
"2007","217-10135","Hornbæk-Dronningmølle (del af flere kommuner)","2018",3564,911
"2008","217-10136","Hellebæk","2018",5520,2206.2
"2009","217-10170","Tikøb","2018",711,1701
"2010","217-10171","Gurre","2018",421,1057.8
"2011","217-10172","Helsingør (del af flere kommuner)","2018",47267,2640.8
"2012","217-10194","Espergærde (del af flere kommuner)","2018",0,0
"2013","217-12974","Langesø","2018",248,279.3
"2014","217-15244","Saunte","2018",1257,1192.6
"2015","217-70078","Stenstrup","2018",0,0
"2016","217-99997","Uden fast bopæl","2018",144,0
"2017","217-99999","Landdistrikter","2018",2397,26.6
"2018","219-00219","Hillerød Kommune","2018",0,0
"2019","219-10076","Skævinge","2018",2638,2222.4
"2020","219-10232","Store Lyngby","2018",837,2312.2
"2021","219-10233","Meløse","2018",635,2116.7
"2022","219-10291","Gørløse","2018",1188,1973.4
"2023","219-10292","Nørre Herlev","2018",425,1634.6
"2024","219-10299","Uvelse","2018",986,2000
"2025","219-10650","Alsønderup","2018",525,1454.3
"2026","219-10651","Gadevang","2018",1153,1382.5
"2027","219-10652","Hillerød (del af flere kommuner)","2018",32689,1875.9
"2028","219-10700","Nødebo","2018",2058,1579.4
"2029","219-10808","Ny Hammersholt","2018",1307,2466
"2030","219-12960","Brødeskov","2018",201,1500
"2031","219-13387","Ny Harløse","2018",217,2148.5
"2032","219-18409","Tulstrup","2018",1205,2092
"2033","219-99997","Uden fast bopæl","2018",148,0
"2034","219-99999","Landdistrikter","2018",4438,23.5
"2035","223-00223","Hørsholm Kommune","2018",0,0
"2036","223-10289","Trørød (del af flere kommuner)","2018",0,0
"2037","223-10303","Hørsholm (del af flere kommuner)","2018",24507,2142
"2038","223-99997","Uden fast bopæl","2018",51,0
"2039","223-99999","Landdistrikter","2018",470,23.7
"2040","230-00230","Rudersdal Kommune","2018",0,0
"2041","230-01100","Rudersdal (del af Hovedstadsområdet)","2018",19757,2115.8
"2042","230-10220","Høsterkøb","2018",313,650.7
"2043","230-10241","Birkerød (del af flere kommuner)","2018",20498,2258.7
"2044","230-10287","Skodsborg","2018",1248,3175.6
"2045","230-10289","Trørød (del af flere kommuner)","2018",0,0
"2046","230-10301","Ravnsnæs","2018",603,2044.1
"2047","230-10302","Brådebæk","2018",0,0
"2048","230-10303","Hørsholm (del af flere kommuner)","2018",12762,1638.9
"2049","230-99997","Uden fast bopæl","2018",97,0
"2050","230-99999","Landdistrikter","2018",711,15.5
"2051","240-00240","Egedal Kommune","2018",0,0
"2052","240-10030","Tangbjerg","2018",575,2356.6
"2053","240-10208","Ganløse","2018",2865,2325.5
"2054","240-10223","Smørumnedre (del af flere kommuner)","2018",9719,2659.1
"2055","240-10224","Stenløse","2018",0,0
"2056","240-10225","Søsum","2018",327,1868.6
"2057","240-10273","Ledøje","2018",801,1884.7
"2058","240-10999","Ølstykke St.","2018",0,0
"2059","240-11047","Slagslunde","2018",926,1921.2
"2060","240-11263","Smørumovre","2018",200,1063.8
"2061","240-18361","Veksø","2018",1879,2549.5
"2062","240-18767","Ølstykke-Stenløse","2018",21746,2207.5
"2063","240-70316","Buresø","2018",520,561.6
"2064","240-99997","Uden fast bopæl","2018",50,0
"2065","240-99999","Landdistrikter","2018",3392,31.4
"2066","250-00250","Frederikssund Kommune","2018",0,0
"2067","250-10012","Dalby","2018",317,2045.2
"2068","250-10013","Skibby","2018",3193,1739.1
"2069","250-10014","Skuldelev","2018",884,1841.7
"2070","250-10177","Ferslev","2018",247,1012.3
"2071","250-10178","Kyndby","2018",279,1234.5
"2072","250-10179","Venslev","2018",234,809.7
"2073","250-10190","Slangerup","2018",6855,2115.1
"2074","250-10235","Græse Bakkeby","2018",2314,3169.9
"2075","250-10236","Jægerspris","2018",4195,1523.2
"2076","250-10305","Sønderby","2018",302,1055.9
"2077","250-10680","Gerlev","2018",798,1599.2
"2078","250-10681","Landerslev","2018",254,1854
"2079","250-10682","Lyngerup","2018",240,1095.9
"2080","250-10683","Frederikssund","2018",16254,1990.7
"2081","250-10684","Jørlunde","2018",299,1403.8
"2082","250-10698","Kyndby Huse","2018",308,1480.8
"2083","250-10998","Store Rørbæk","2018",574,1959
"2084","250-15744","Vellerup","2018",445,267.9
"2085","250-17169","Græse","2018",0,0
"2086","250-70269","Dalby Huse","2018",281,328.7
"2087","250-70271","Kulhuse","2018",920,206
"2088","250-70310","Over Dråby Strand","2018",439,315.6
"2089","250-99997","Uden fast bopæl","2018",86,0
"2090","250-99999","Landdistrikter","2018",5471,24.9
"2091","253-00253","Greve Kommune","2018",0,0
"2092","253-01100","Greve Strand (del af Hovedstadsområdet)","2018",42824,1959
"2093","253-10184","Greve","2018",710,1454.9
"2094","253-10321","Tune","2018",5235,2124.6
"2095","253-11260","Kildebrønde","2018",345,1005.8
"2096","253-99997","Uden fast bopæl","2018",104,0
"2097","253-99999","Landdistrikter","2018",756,21.5
"2098","259-00259","Køge Kommune","2018",0,0
"2099","259-10041","Vemmedrup","2018",1672,1248.7
"2100","259-10042","Borup","2018",4633,1777.1
"2101","259-10047","Ejby","2018",3181,1833.4
"2102","259-10048","Lellinge","2018",691,1710.4
"2103","259-10075","Algestrup","2018",872,1747.5
"2104","259-10198","Slimminge","2018",483,1700.7
"2105","259-10199","Bjæverskov","2018",3042,1599.4
"2106","259-10244","Nørre Dalby","2018",557,2134.1
"2107","259-10313","Køge","2018",37040,1994.3
"2108","259-10316","Vedskølle (del af flere kommuner)","2018",279,1064.9
"2109","259-10946","Lille Skensved (del af flere kommuner)","2018",1541,1476.1
"2110","259-10947","Gørslev","2018",0,0
"2111","259-99997","Uden fast bopæl","2018",195,0
"2112","259-99999","Landdistrikter","2018",6170,27
"2113","260-00260","Halsnæs Kommune","2018",0,0
"2114","260-10077","Frederiksværk","2018",12451,1509.8
"2115","260-10192","Liseleje","2018",2578,430
"2116","260-10230","Vinderød","2018",1059,1592.5
"2117","260-10234","Ølsted","2018",1916,1869.3
"2118","260-10699","Hundested","2018",8613,1134.6
"2119","260-15663","Torup","2018",350,1190.5
"2120","260-18953","Melby","2018",807,1135
"2121","260-70012","Evetofte","2018",351,335.9
"2122","260-70015","Melby","2018",0,0
"2123","260-70124","Ølsted Strandhuse","2018",205,512.5
"2124","260-70259","Ølsted Sydstrand","2018",278,294.5
"2125","260-99997","Uden fast bopæl","2018",128,0
"2126","260-99999","Landdistrikter","2018",2432,25.6
"2127","265-00265","Roskilde Kommune","2018",0,0
"2128","265-10015","Gundsømagle","2018",2633,2248.5
"2129","265-10033","Ågerup","2018",1553,2277.1
"2130","265-10034","Store Valby","2018",422,1780.6
"2131","265-10035","Veddelev","2018",1147,1960.7
"2132","265-10038","Svogerslev","2018",4363,2214.7
"2133","265-10040","Roskilde","2018",50781,2394.9
"2134","265-10185","Jyllinge","2018",10148,1872
"2135","265-10260","Herringløse","2018",410,1339.9
"2136","265-10856","Gadstrup","2018",1983,1261.5
"2137","265-10888","Vindinge","2018",2464,2331.1
