608447,19900,23400
608476,28300,33300
609672,121400,142800
609936,1000,1000
613812,1000,1000
612791,4000,4700
615258,1000,1000
611539,1000,1000
609554,1000,1000
616689,1000,1000
613423,1000,1000
615428,1500,1800
613579,1000,1000
610385,1000,1000
610386,10300,12100
612464,9400,11100
612488,2600,3100
613272,5400,6400
609937,1000,1000
613882,1800,2200
613891,29100,34300
614445,10300,12200
614743,6600,7700
611767,1500,1800
616998,1000,1000
609138,1000,1100
616077,1000,1200
612268,1000,1000
611319,1000,1100
612798,1000,1000
611125,1000,1000
617322,1000,1000
612120,1200,1400
616200,1000,1000
612269,1000,1000
611183,1000,1000
615539,1000,1000
614057,1000,1000
617253,1000,1000
610509,1000,1000
609365,1000,1000
608585,1000,1000
615010,7100,8300
615220,6400,7600
615361,5800,6900
616159,4300,5000
615579,4200,4900
610823,1000,1100
616238,5100,6000
611539,1000,1000
611540,2400,2800
617048,8100,9600
609474,1600,1800
609952,1000,1000
616839,1000,1000
615470,1000,1000
616035,1000,1000
617367,1000,1000
610305,1000,1000
608667,1000,1000
616555,1000,1000
616958,1000,1000
615192,1000,1000
610839,1000,1000
609897,1000,1000
608971,5200,6100
611009,4000,4700
611324,7600,8900
612155,1500,1800
612889,1000,1000
609583,1000,1200
2674446,5400,6300
609554,1000,1000
609555,1600,1900
610062,10700,12600
610756,2500,3000
611818,7000,8300
613442,7000,8200
614658,5100,5900
610382,6300,7400
611388,4900,5700
615113,2400,2800
614820,1200,1500
616284,1000,1000
608422,9000,10600
610635,6600,7800
610685,1300,1500
611321,3500,4100
611320,2100,2500
611608,5200,6100
611753,1000,1200
609558,5000,5800
614084,1000,1000
610851,2000,2300
610393,8800,10300
614835,1000,1000
611679,3300,3800
617255,1000,1000
613210,1000,1000
611614,1000,1000
610550,1000,1000
614608,5100,6000
611469,3800,4500
611500,2500,3000
612450,1600,1900
614628,1400,1600
611563,9300,11000
608739,1000,1000
610402,1800,2200
611288,1800,2100
616348,5700,6800
611291,4700,5600
609090,2000,2400
609800,2600,3000
610167,2300,2700
610380,1800,2100
610400,6000,7100
615284,1000,1000
610520,1000,1000
615611,1100,1300
610662,1000,1000
610922,1000,1000
611013,1500,1700
611156,1900,2300
612090,6200,7200
612135,1000,1000
612528,2000,2300
613130,1400,1600
613575,1000,1000
613720,3000,3600
613826,3200,3800
614821,1000,1000
614820,1200,1500
614829,1000,1000
615540,2200,2600
615736,3900,4500
617422,1800,2100
616929,1600,1900
616930,1000,1000
612282,1000,1000
613944,2500,3000
613945,1000,1000
609181,1500,1700
611410,1200,1400
613786,4200,5000
615307,1000,1000
612442,4900,5700
608873,1000,1000
612331,1000,1000
615428,1500,1800
615429,1000,1000
611916,3100,3700
609439,1000,1000
615269,1000,1000
609069,2300,2700
611889,6000,7100
610053,1000,1000
611323,1000,1000
614740,1000,1000
615094,1000,1000
617391,1900,2200
2674687,1700,2000
614284,1000,1000
609068,1000,1000
615007,1000,1000
611931,1000,1000
608689,1000,1000
611255,1000,1000
610743,1000,1000
613587,1000,1000
608810,1000,1000
616978,6900,8100
616415,1000,1000
610836,1000,1000
609230,1000,1000
608739,1000,1000
611458,1000,1100
609069,2300,2700
617030,5700,6700
611314,1000,1000
615189,1000,1000
614821,1000,1000
614599,7600,8900
611451,1000,1000
612802,1000,1000
613243,1000,1000
615712,1000,1000
609330,1000,1000
616756,1000,1000
615779,1000,1000
611815,1000,1000
616284,1000,1000
615144,1000,1000
616842,1000,1000
610025,1000,1000
617276,1000,1100
614598,1000,1000
616137,1000,1200
608873,1000,1000
616379,1000,1000
616958,1000,1000
608779,1000,1000
616153,1000,1000
608429,1400,1600
612308,1600,1800
609885,1000,1000
610868,1400,1700
611081,1000,1100
615853,1600,1900
617347,1900,2200
617067,1000,1000
615689,1000,1000
615134,1000,1000
611234,6600,7800
616084,2800,3300
609338,1500,1700
616978,6900,8100
617272,1000,1000
617208,1000,1000
611522,2200,2600
615237,1000,1000
616955,1200,1400
617249,4900,5700
612376,1000,1000
617303,1000,1000
614983,1000,1000
610611,1000,1000
613756,1000,1000
609036,1000,1000
610390,1000,1000
615443,1000,1000
615108,1000,1000
616877,1000,1000
615929,1000,1000
608740,1000,1000
614258,1100,1300
614744,1000,1000
611781,1000,1000
610053,1000,1000
608618,4200,5000
614716,1500,1800
614715,1000,1000
616046,1200,1400
610102,6900,8200
612213,3100,3600
609510,1000,1000
609662,1000,1000
616032,1000,1000
613620,1000,1000
614744,1000,1000
610743,1000,1000
616171,1000,1000
609879,1100,1300
611995,1000,1000
612985,1000,1000
611230,1700,2000
613450,1600,1900
614835,1000,1000
611414,1100,1300
611661,1100,1300
610841,2600,3000
609409,2000,2400
613610,1000,1000
616376,1500,1800
612808,2700,3100
613829,1400,1700
612791,4000,4800
608481,1900,2200
609930,1000,1000
610085,1700,2000
611160,1000,1000
611792,1000,1000
612268,1000,1000
611925,1000,1000
612275,1000,1000
613007,1000,1000
613178,1000,1000
614593,1000,1000
614706,1000,1000
615366,1000,1000
615967,1000,1000
609432,1400,1700
610130,1000,1000
610462,1000,1000
612011,1500,1700
612120,1200,1400
613200,1000,1000
613391,1000,1000
613526,1300,1500
613541,1000,1200
613423,1000,1000
614210,1400,1600
614774,1000,1000
614640,1000,1000
614645,1000,1000
615075,1100,1300
615262,1000,1000
616345,1000,1000
616723,1000,1000
616993,1000,1000
617378,1000,1100
613349,1000,1000
615929,1000,1000
613201,1000,1100
608871,1000,1000
611015,1100,1300
611183,1000,1000
612740,1000,1000
616509,1300,1500
611536,1000,1000
610748,1000,1000
612269,1000,1000
616853,1000,1000
616280,1000,1000
616555,1000,1000
613633,1000,1000
609530,1000,1000
616940,2300,2800
614370,1000,1200
616503,1000,1000
616501,1000,1000
609365,1000,1000
610164,1000,1200
610684,1000,1000
610735,1000,1000
610992,1000,1000
613049,1000,1000
615577,1000,1000
610823,1000,1100
617276,1000,1100
610670,1300,1500
614055,1000,1000
615787,1000,1000
611708,1000,1000
611065,1000,1000
613525,1000,1000
616922,1000,1000
611815,1000,1000
612328,1000,1000
610156,1000,1000
610155,1000,1000
608874,1000,1000
615450,1000,1000
611651,1000,1000
612895,1000,1000
613713,1000,1000
617253,1000,1000
616720,1100,1300
611125,1000,1000
611124,1000,1000
609414,1100,1300
609822,1000,1000
616919,1000,1000
611609,1000,1000
611781,1000,1000
614122,1000,1000
612974,1000,1000
609577,1000,1000
612008,1000,1000
613615,1000,1000
615023,1000,1000
616120,1000,1000
617355,1000,1000
615443,1000,1000
608686,1000,1000
615895,1000,1000
615898,1000,1000
614304,1000,1000
615856,1000,1000
617024,1000,1000
617025,1000,1000
608819,1000,1000
608836,6400,7500
614637,1000,1000
614636,1000,1000
613976,1000,1000
610612,1000,1000
616379,1000,1000
617318,1000,1000
609524,1000,1000
608455,1000,1000
615899,1000,1000
611124,1000,1000
611125,1000,1000
609032,1000,1000
613245,1000,1000
615522,1000,1000
609554,1000,1000
613904,1000,1000
609274,1000,1000
611951,1000,1100
617460,1000,1000
608667,1000,1000
610281,1100,1300
608665,1000,1000
609490,1000,1000
610805,1000,1000
612224,1000,1000
612467,1000,1000
609230,1000,1000
616144,1000,1000
616418,1000,1000
616417,1000,1000
614862,1000,1000
616421,1000,1000
616842,1000,1000
611527,1000,1000
612404,1000,1000
609138,1000,1200
614700,1000,1000
616137,1000,1200
612802,1000,1000
612808,2700,3100
614030,1000,1000
611630,1000,1000
611422,1000,1000
612111,1000,1000
608442,1000,1000
608488,1000,1000
608740,1000,1000
609754,1000,1000
609823,1000,1000
609937,1000,1000
609936,1000,1000
609935,1000,1000
610025,1000,1000
610169,1000,1000
610509,1000,1000
610812,1000,1000
610784,1000,1000
611319,1000,1100
611665,1000,1000
612969,1000,1000
613345,1000,1000
614715,1000,1000
615047,1000,1000
615108,1000,1000
615091,1000,1000
615772,1100,1300
615870,1000,1000
615880,1000,1000
616462,1000,1000
616671,1000,1000
617343,1000,1000
608560,1000,1000
613922,1000,1000
616116,1000,1000
608661,1000,1000
610761,1000,1000
613938,1000,1000
608978,1000,1000
609080,1000,1000
613211,1000,1000
616387,1000,1000
