,City,Municipality,Region,year,FB_audience_size_lower_bound,FB_audience_size_upper_bound,Trends_slope,Trends_intercept,Trends_regression_R2,Trends_regression_R2_adj,Trends_mean,Trends_is_trending,DST_EV_population,DST_population_size,DST_population_density,Plugshare_count_of_stations,Plugshare_count_of_plugs,Plugshare_closest_in_meters,Plugshare_closest_in_meters_std
466,Ballerup,Ballerup Kommune,Region Hovedstaden,2019,,,-0.0915627934773327,10.585067873303164,0.525985606459258,0.5165053185884432,8.158653846153847,1.0,48.0,39442.0,2513.0,8.0,38.0,868.5,897.6440592700745
467,Ballerup,Ballerup Kommune,Region Hovedstaden,2020,,,0.2599029924016052,6.214253393665159,0.816871342445663,0.8132087692945762,13.101682692307692,1.0,81.0,39528.0,2518.5,9.0,44.0,915.8888888888888,851.6194050813492
468,Beder,Aarhus Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,39.0,184.0,1119.5384615384614,1325.8905219185183
469,Beder,Aarhus Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,332.0,0.0,0.0,48.0,212.0,1075.3125,1235.0853387045684
470,Beder,Aarhus Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,392.0,0.0,0.0,54.0,228.0,1050.0185185185185,1197.3174968778496
471,Beder,Aarhus Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,716.0,0.0,0.0,67.0,280.0,1083.2238805970148,1205.7991292197626
472,Billund,Billund Kommune,Region Syddanmark,2017,,,-0.1129188721932894,12.436821266968328,0.2475890630851841,0.2325408443468878,9.444471153846154,0.0,,6313.0,792.0,5.0,16.0,719.4,388.9303279509069
473,Billund,Billund Kommune,Region Syddanmark,2018,,,0.1066256509860837,7.877545248868781,0.1538194597571383,0.136895848952281,10.703125,0.0,11.0,6451.0,786.1,7.0,28.0,579.4285714285714,399.859915946763
474,Billund,Billund Kommune,Region Syddanmark,2019,,,-0.0473486142048846,12.778383381324556,0.0528536926444254,0.0339107664973139,11.523645104895108,0.0,23.0,6593.0,803.4,10.0,40.0,1721.0,2897.00880219581
475,Billund,Billund Kommune,Region Syddanmark,2020,,,0.3903435285580128,6.119117647058824,0.606490996194113,0.5986208161179952,16.463221153846156,1.0,43.0,6662.0,811.8,17.0,66.0,1744.529411764706,2965.7108363267453
476,Bindslev,Hjørring Kommune,Region Nordjylland,2017,,,0.0,0.0,,,0.0,0.0,,1117.0,1002.7,16.0,65.0,2135.25,3455.113379712259
477,Bindslev,Hjørring Kommune,Region Nordjylland,2018,,,0.0,0.0,,,0.0,0.0,46.0,1084.0,973.1,16.0,65.0,2135.25,3455.113379712259
478,Bindslev,Hjørring Kommune,Region Nordjylland,2019,,,0.0,0.0,,,0.0,0.0,49.0,1071.0,961.4,17.0,69.0,2725.5882352941176,4137.170818609372
479,Bindslev,Hjørring Kommune,Region Nordjylland,2020,,,0.0,0.0,,,0.0,0.0,87.0,1073.0,963.2,22.0,83.0,2336.318181818182,3699.220180194529
480,Birkerød,Rudersdal Kommune,Region Hovedstaden,2017,,,-0.0130885554512079,8.697567873303168,0.0127162689488408,-0.0070294056721824,8.350721153846154,0.0,,20541.0,2263.5,9.0,30.0,1361.111111111111,1044.9470613916817
481,Birkerød,Rudersdal Kommune,Region Hovedstaden,2018,,,0.177342482711517,7.829270361990954,0.3534896414818299,0.3405594343114665,12.528846153846152,0.0,243.0,20498.0,2258.7,9.0,30.0,1361.111111111111,1044.9470613916817
482,Birkerød,Rudersdal Kommune,Region Hovedstaden,2019,,,-0.0244616024929564,16.05904977375566,0.0234767833895382,0.003946319057329,15.410817307692309,0.0,268.0,20700.0,2281.0,13.0,44.0,1068.1538461538462,978.2429696615804
483,Birkerød,Rudersdal Kommune,Region Hovedstaden,2020,,,0.3465065525484507,13.508201357466058,0.8240714761846605,0.8205529057083537,22.690625000000004,1.0,397.0,20778.0,2289.6,15.0,50.0,986.5333333333332,932.1364758037364
484,Bjerringbro,Viborg Kommune,Region Midtjylland,2017,,,-0.0014289678135404,6.525367647058824,0.0001050098939182,-0.0198928899082033,6.487500000000001,0.0,,7551.0,1190.4,8.0,30.0,2464.125,3874.32133918777
485,Bjerringbro,Viborg Kommune,Region Midtjylland,2018,,,0.3496657559976092,-1.181980446024556,0.6449716206106844,0.637871053022898,8.084162087912084,1.0,80.0,7477.0,1178.8,12.0,42.0,4018.5833333333335,6542.647857895475
486,Bjerringbro,Viborg Kommune,Region Midtjylland,2019,,,-0.0002528109145752,13.499033890945654,1.1069578360611845e-06,-0.0199988709030072,13.492334401709403,0.0,103.0,7494.0,1181.5,14.0,48.0,3491.3571428571427,6165.783992912236
487,Bjerringbro,Viborg Kommune,Region Midtjylland,2020,,,0.1021039580563722,14.601082336780864,0.1610901243901795,0.1443119268779831,17.306837225274723,0.0,157.0,7427.0,1170.9,28.0,80.0,2199.964285714286,4573.756268766916
488,Bjert,Kolding Kommune,Region Syddanmark,2017,,,0.0,0.0,,,0.0,0.0,,,,9.0,39.0,2925.777777777778,3374.5242545349183
489,Bjert,Kolding Kommune,Region Syddanmark,2018,,,0.0,0.0,,,0.0,0.0,54.0,,,11.0,47.0,2440.090909090909,3207.888603257459
490,Bjert,Kolding Kommune,Region Syddanmark,2019,,,0.0,0.0,,,0.0,0.0,72.0,,,12.0,49.0,2291.083333333333,3101.85168915523
491,Bjert,Kolding Kommune,Region Syddanmark,2020,,,0.0,0.0,,,0.0,0.0,143.0,,,18.0,68.0,1921.4444444444443,2635.9162537402485
492,Bjert,Kolding Kommune,Region Syddanmark,2021,,,0.0,0.0,,,0.0,0.0,347.0,,,20.0,71.0,1800.7,2520.9529756152056
493,Bjæverskov,Køge Kommune,Region Sjælland,2017,,,-0.0785307020947976,9.913821472645006,0.1984545105363307,0.1824236007470574,7.832757867132866,0.0,,2995.0,1574.7,6.0,74.0,713.0,874.1123497583134
494,Bjæverskov,Køge Kommune,Region Sjælland,2018,,,0.2111302612481857,5.092307692307694,0.405192073018803,0.393295914479179,10.687259615384615,1.0,66.0,3042.0,1599.4,7.0,78.0,673.0,804.9391281333018
495,Bjæverskov,Køge Kommune,Region Sjælland,2019,,,-0.0034790403824812,17.59555995475114,0.00015097513652,-0.0198460053607496,17.503365384615382,0.0,85.0,2994.0,1574.1,7.0,78.0,673.0,804.9391281333018
496,Bjæverskov,Køge Kommune,Region Sjælland,2020,,,0.4272383723687835,12.645651080945196,0.7735206087934537,0.7689910209693228,23.96746794871795,1.0,152.0,3017.0,1580.4,8.0,79.0,792.625,818.4418885907539
497,Blokhus,Jammerbugt Kommune,Region Nordjylland,2017,,,0.1260253342661776,0.5982157548334054,0.2728957465945723,0.2583536615264636,3.937887112887111,0.0,,500.0,276.2,6.0,20.0,2101.5,3608.211565304895
498,Blokhus,Jammerbugt Kommune,Region Nordjylland,2018,,,0.1410512037367616,2.8409097336487035,0.3114043437146995,0.2976324305889934,6.578766632672882,0.0,22.0,507.0,280.1,8.0,23.0,2284.0,3336.272684984162
499,Blokhus,Jammerbugt Kommune,Region Nordjylland,2019,,,-0.0568770886438753,10.330302601809954,0.0584769260060612,0.0396464645261824,8.823059752747254,0.0,40.0,494.0,272.9,12.0,36.0,1798.9166666666667,2768.300806643058
500,Blokhus,Jammerbugt Kommune,Region Nordjylland,2020,,,0.1443386801877368,8.324837662337666,0.3673305941327257,0.3546772060153802,12.149812687312686,0.0,58.0,511.0,282.3,15.0,43.0,1896.0,2693.2988800248027
501,Blokhus,Jammerbugt Kommune,Region Nordjylland,2021,,,0.3978749444306596,9.614938365417082,0.6701632938091263,0.6629929306310638,19.362874503968253,1.0,108.0,501.0,276.8,18.0,47.0,2238.4444444444443,2883.752482285012
502,Blommenslyst,Odense Kommune,Region Syddanmark,2017,,,,,,,,0.0,,539.0,784.6,14.0,59.0,1211.142857142857,1384.1895077649567
503,Blommenslyst,Odense Kommune,Region Syddanmark,2018,,,,,,,,0.0,138.0,545.0,793.3,20.0,71.0,1092.75,1193.4738272437269
504,Blommenslyst,Odense Kommune,Region Syddanmark,2019,,,,,,,,0.0,157.0,542.0,788.9,25.0,85.0,970.28,1108.6007516985846
505,Blommenslyst,Odense Kommune,Region Syddanmark,2020,,,,,,,,0.0,269.0,529.0,770.0,27.0,93.0,925.2962962962964,1079.2397543147897
506,Blommenslyst,Odense Kommune,Region Syddanmark,2021,,,,,,,,0.0,556.0,530.0,771.5,46.0,214.0,887.8260869565217,902.159983455702
507,Bogense,Nordfyns Kommune,Region Syddanmark,2017,,,0.0454612396482541,2.159219457013576,0.1998405775781636,0.1838373891297269,3.3639423076923074,0.0,,3815.0,1535.8,1.0,2.0,,
508,Bogense,Nordfyns Kommune,Region Syddanmark,2018,,,0.0612583240843508,3.4350678733031668,0.1111332668466034,0.0933559321835354,5.058413461538462,0.0,14.0,3891.0,1557.6,1.0,2.0,,
509,Bogense,Nordfyns Kommune,Region Syddanmark,2019,,,-0.0212829761803124,9.128902714932126,0.0075996848132865,-0.0122483214904476,8.564903846153845,0.0,20.0,3949.0,1572.1,1.0,2.0,,
510,Bogense,Nordfyns Kommune,Region Syddanmark,2020,,,0.1488020788867072,9.00581008044243,0.2448548629496455,0.2297519602086384,12.949065170940171,0.0,43.0,3990.0,1588.4,1.0,2.0,,
511,Bording,Ikast-Brande Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,2385.0,1365.2,1.0,1.0,,
512,Bording,Ikast-Brande Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,25.0,2374.0,1371.5,2.0,4.0,962.0,964.4936495384508
513,Bording,Ikast-Brande Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,29.0,2374.0,1371.5,2.0,4.0,962.0,964.4936495384508
514,Bording,Ikast-Brande Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,60.0,2396.0,1384.2,4.0,18.0,751.25,643.8505908464582
515,Borup,Køge Kommune,Region Sjælland,2017,,,-0.0722589217109194,5.860294117647058,0.1350439517247692,0.1177448307592645,3.945432692307691,0.0,,4628.0,1775.2,6.0,74.0,713.0,874.1123497583134
516,Borup,Køge Kommune,Region Sjælland,2018,,,0.3505453342440023,3.93602941176471,0.8021026132566179,0.7981446655217502,13.225480769230767,1.0,66.0,4633.0,1777.1,7.0,78.0,673.0,804.9391281333018
517,Borup,Køge Kommune,Region Sjælland,2019,,,0.1208811790318451,14.709389140271496,0.1228702458382554,0.1053276507550206,17.912740384615386,0.0,85.0,4672.0,1792.1,7.0,78.0,673.0,804.9391281333018
518,Borup,Køge Kommune,Region Sjælland,2020,,,0.2131594643178998,19.419516716943185,0.2836137420926113,0.2692860169344636,25.068242521367527,0.0,152.0,4647.0,1782.5,8.0,79.0,792.625,818.4418885907539
519,Brabrand,Aarhus Kommune,Region Midtjylland,2017,,,-0.0488392365126547,9.153221410942002,0.2147723150872187,0.1990677613889631,7.8589816433566435,0.0,,,,39.0,184.0,1119.5384615384614,1325.8905219185183
520,Brabrand,Aarhus Kommune,Region Midtjylland,2018,,,0.2526676327279822,2.1574155623788016,0.6641522413603891,0.6574352861875968,8.853107829670328,1.0,332.0,,,48.0,212.0,1075.3125,1235.0853387045684
521,Brabrand,Aarhus Kommune,Region Midtjylland,2019,,,0.0110720023594609,12.416236459618816,0.0063415700502406,-0.0135315985487545,12.709644522144524,0.0,392.0,,,54.0,228.0,1050.0185185185185,1197.3174968778496
522,Brabrand,Aarhus Kommune,Region Midtjylland,2020,,,0.2924510784874272,11.982362368024138,0.5934955708095939,0.5853654822257858,19.732315947940947,1.0,716.0,,,67.0,280.0,1083.2238805970148,1205.7991292197626
523,Brædstrup,Horsens Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,3635.0,1279.5,10.0,28.0,646.9,705.3167058531618
524,Brædstrup,Horsens Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,67.0,3653.0,1285.8,12.0,34.0,673.3333333333334,698.9142662123528
525,Brædstrup,Horsens Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,82.0,3634.0,1279.1,15.0,38.0,678.0666666666667,674.1883444628244
526,Brædstrup,Horsens Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,135.0,3637.0,1280.2,19.0,44.0,705.8947368421053,656.7081116140178
527,Bramming,Esbjerg Kommune,Region Syddanmark,2017,,,-0.1443385554512079,15.024971719457016,0.3133862462163018,0.2996539711406278,11.2,0.0,,7118.0,1363.1,13.0,39.0,10946.76923076923,31442.83074924459
528,Bramming,Esbjerg Kommune,Region Syddanmark,2018,,,0.263533573806881,5.13871606334842,0.462402419865114,0.4516504682624163,12.122355769230769,1.0,59.0,7153.0,1369.8,14.0,41.0,10990.57142857143,30209.739205744903
529,Bramming,Esbjerg Kommune,Region Syddanmark,2019,,,0.055701706728344,10.041256170300286,0.0688164528282757,0.0501927818848412,11.5173513986014,0.0,69.0,7077.0,1355.2,14.0,41.0,10990.57142857143,30209.739205744903
530,Bramming,Esbjerg Kommune,Region Syddanmark,2020,,,0.1903456629386155,10.239573906485672,0.3692538347372052,0.3566389114319492,15.283733974358974,0.0,109.0,7088.0,1357.3,15.0,44.0,10271.2,29243.85461743568
531,Brande,Ikast-Brande Kommune,Region Midtjylland,2017,,,0.1119205156663537,6.05910633484163,0.3854140012606777,0.3731222812858912,9.025000000000002,0.0,,7207.0,888.2,1.0,1.0,,
532,Brande,Ikast-Brande Kommune,Region Midtjylland,2018,,,0.206649586539986,3.798202165481582,0.6050339431468208,0.5971346220097572,9.274416208791209,1.0,25.0,7300.0,903.9,2.0,4.0,962.0,964.4936495384508
533,Brande,Ikast-Brande Kommune,Region Midtjylland,2019,,,0.046975825229155,10.64560537501714,0.1468008247938538,0.1297368412897308,11.890464743589744,0.0,29.0,7307.0,904.8,2.0,4.0,962.0,964.4936495384508
534,Brande,Ikast-Brande Kommune,Region Midtjylland,2020,,,0.1610085329487385,14.870495717517784,0.3054764722726272,0.2915860017180797,19.137221840659343,0.0,60.0,7398.0,915.7,4.0,18.0,751.25,643.8505908464582
535,Bredebro,Tønder Kommune,Region Syddanmark,2017,,,,,,,,0.0,,1399.0,726.0,3.0,6.0,1622.3333333333333,1938.4636528275
536,Bredebro,Tønder Kommune,Region Syddanmark,2018,,,,,,,,0.0,14.0,1400.0,726.5,4.0,8.0,3507.0,4088.149703716829
537,Bredebro,Tønder Kommune,Region Syddanmark,2019,,,,,,,,0.0,18.0,1430.0,741.3,7.0,13.0,5227.142857142857,5112.746568742722
538,Bredebro,Tønder Kommune,Region Syddanmark,2020,,,,,,,,0.0,37.0,1429.0,740.8,8.0,15.0,4723.375,4943.290689336984
539,Bredebro,Tønder Kommune,Region Syddanmark,2021,,,,,,,,0.0,80.0,1426.0,738.1,20.0,34.0,2205.55,3720.441873515904
540,Bredsten,Vejle Kommune,Region Syddanmark,2017,,,0.0,0.0,,,0.0,0.0,,1694.0,1287.2,19.0,65.0,2598.9473684210525,2654.998461470243
541,Bredsten,Vejle Kommune,Region Syddanmark,2018,,,0.0,0.0,,,0.0,0.0,96.0,1664.0,1264.4,21.0,68.0,2508.1428571428573,2538.44653845052
542,Bredsten,Vejle Kommune,Region Syddanmark,2019,,,0.0,0.0,,,0.0,0.0,129.0,1665.0,1265.2,22.0,70.0,2597.7272727272725,2512.653088097428
543,Bredsten,Vejle Kommune,Region Syddanmark,2020,,,0.0,0.0,,,0.0,0.0,210.0,1661.0,1262.2,24.0,74.0,2508.5,2426.7539242155663
544,Broby,Faaborg-Midtfyn Kommune,Region Syddanmark,2017,,,0.0,0.0,,,0.0,0.0,,,,2.0,8.0,4174.5,5585.436464592539
545,Broby,Faaborg-Midtfyn Kommune,Region Syddanmark,2018,,,0.0,0.0,,,0.0,0.0,35.0,,,2.0,8.0,4174.5,5585.436464592539
546,Broby,Faaborg-Midtfyn Kommune,Region Syddanmark,2019,,,0.0,0.0,,,0.0,0.0,56.0,,,2.0,8.0,4174.5,5585.436464592539
547,Broby,Faaborg-Midtfyn Kommune,Region Syddanmark,2020,,,0.0,0.0,,,0.0,0.0,84.0,,,3.0,10.0,3640.6666666666665,4056.28947849304
548,Broby,Faaborg-Midtfyn Kommune,Region Syddanmark,2021,,,0.0,0.0,,,0.0,0.0,167.0,,,5.0,17.0,3179.6,3400.117468558991
549,Brønderslev,Brønderslev Kommune,Region Nordjylland,2017,,,-0.01840849910356,7.181334841628961,0.0107860227194697,-0.0089982568261408,6.693509615384617,0.0,,12541.0,1545.6,5.0,22.0,4441.0,2988.790558068598
550,Brønderslev,Brønderslev Kommune,Region Nordjylland,2018,,,0.2232017843421838,2.1894796380090527,0.5132420544542495,0.5035068955433345,8.104326923076922,1.0,34.0,12598.0,1552.6,6.0,28.0,5416.666666666667,3585.784135536698
551,Brønderslev,Brønderslev Kommune,Region Nordjylland,2019,,,0.0067622513446599,12.284983031674209,0.0022859781985107,-0.017668302237519,12.464182692307691,0.0,39.0,12581.0,1550.5,6.0,28.0,5416.666666666667,3585.784135536698
552,Brønderslev,Brønderslev Kommune,Region Nordjylland,2020,,,0.2215216710777199,12.37684451985923,0.5645483939223706,0.5558393618008179,18.2471688034188,1.0,53.0,12611.0,1554.0,7.0,30.0,4662.0,3834.256859766527
553,Brovst,Jammerbugt Kommune,Region Nordjylland,2017,,,-0.1595956415948092,13.191544117647062,0.266911720526045,0.252249954936566,8.962259615384616,0.0,,2733.0,1164.0,6.0,20.0,2101.5,3608.211565304895
554,Brovst,Jammerbugt Kommune,Region Nordjylland,2018,,,0.0624514428412872,5.557296380090503,0.092872331207512,0.0747297778316622,7.212259615384614,0.0,22.0,2781.0,1184.4,8.0,23.0,2284.0,3336.272684984162
555,Brovst,Jammerbugt Kommune,Region Nordjylland,2019,,,0.047044950055494,8.48600113122172,0.114695559285162,0.0969894704708652,9.732692307692307,0.0,40.0,2767.0,1178.5,12.0,36.0,1798.9166666666667,2768.300806643058
556,Brovst,Jammerbugt Kommune,Region Nordjylland,2020,,,0.207409146532343,9.588379839115133,0.3838196118988587,0.3714960041368359,15.084722222222222,0.0,58.0,2729.0,1162.3,15.0,43.0,1896.0,2693.2988800248027
557,Bryrup,Silkeborg Kommune,Region Midtjylland,2017,,,,,,,,0.0,,1542.0,1123.1,12.0,30.0,2047.4166666666667,2271.5911307168626
558,Bryrup,Silkeborg Kommune,Region Midtjylland,2018,,,,,,,,0.0,84.0,1519.0,1106.3,15.0,36.0,1795.4666666666667,2101.6998517073425
559,Bryrup,Silkeborg Kommune,Region Midtjylland,2019,,,,,,,,0.0,110.0,1522.0,1108.5,23.0,47.0,1858.2608695652173,2543.620633831577
560,Bryrup,Silkeborg Kommune,Region Midtjylland,2020,,,,,,,,0.0,174.0,1516.0,1104.2,27.0,60.0,1794.111111111111,2384.594149202387
561,Bryrup,Silkeborg Kommune,Region Midtjylland,2021,,,,,,,,0.0,403.0,1533.0,1116.5,40.0,105.0,1775.35,2555.602217652777
562,Brøndby,Brøndby Kommune,Region Hovedstaden,2017,,,-0.074156919661914,8.139677601809954,0.4647224214833616,0.4540168699130288,6.174519230769231,1.0,,35367.0,2696.1,1.0,4.0,,
563,Brøndby,Brøndby Kommune,Region Hovedstaden,2018,,,0.0978453427815247,4.678733031674211,0.4572075288078429,0.4463516793839998,7.271634615384615,1.0,20.0,35349.0,2694.5,2.0,6.0,1347.0,398.8082245892128
564,Brøndby,Brøndby Kommune,Region Hovedstaden,2019,,,0.0072883761632375,9.484983031674208,0.0049705026614158,-0.0149300872853559,9.678125,0.0,24.0,35219.0,2684.6,2.0,6.0,1347.0,398.8082245892128
565,Brøndby,Brøndby Kommune,Region Hovedstaden,2020,,,0.1521077008452148,7.587895927601812,0.4721729439297728,0.4616164028083682,11.61875,1.0,46.0,34882.0,2658.9,3.0,10.0,1350.6666666666667,282.0715039370928
566,Brøndby Strand,Brøndby Kommune,Region Hovedstaden,2017,,,0.0,0.0,,,0.0,0.0,,,,1.0,4.0,,
567,Brøndby Strand,Brøndby Kommune,Region Hovedstaden,2018,,,0.0,0.0,,,0.0,0.0,20.0,,,2.0,6.0,1347.0,398.8082245892128
568,Brøndby Strand,Brøndby Kommune,Region Hovedstaden,2019,,,0.0,0.0,,,0.0,0.0,24.0,,,2.0,6.0,1347.0,398.8082245892128
569,Brøndby Strand,Brøndby Kommune,Region Hovedstaden,2020,,,0.0,0.0,,,0.0,0.0,46.0,,,3.0,10.0,1350.6666666666667,282.0715039370928
570,Brørup,Vejen Kommune,Region Syddanmark,2017,,,0.0,0.0,,,0.0,0.0,,4583.0,1162.0,4.0,7.0,4391.0,5893.493417886089
571,Brørup,Vejen Kommune,Region Syddanmark,2018,,,0.0,0.0,,,0.0,0.0,24.0,4573.0,1159.5,4.0,7.0,4391.0,5893.493417886089
572,Brørup,Vejen Kommune,Region Syddanmark,2019,,,0.0,0.0,,,0.0,0.0,35.0,4535.0,1149.6,4.0,7.0,4391.0,5893.493417886089
573,Brørup,Vejen Kommune,Region Syddanmark,2020,,,0.0,0.0,,,0.0,0.0,60.0,4521.0,1146.0,5.0,15.0,3514.2,5467.525921292006
574,Bylderup-Bov,Aabenraa Kommune,Region Syddanmark,2017,,,,,,,,0.0,,1316.0,880.3,10.0,58.0,2050.6,4422.586050918374
575,Bylderup-Bov,Aabenraa Kommune,Region Syddanmark,2018,,,,,,,,0.0,34.0,1325.0,886.3,10.0,58.0,2050.6,4422.586050918374
576,Bylderup-Bov,Aabenraa Kommune,Region Syddanmark,2019,,,,,,,,0.0,45.0,1323.0,885.0,13.0,110.0,1735.8461538461538,3889.154146386971
577,Bylderup-Bov,Aabenraa Kommune,Region Syddanmark,2020,,,,,,,,0.0,74.0,1332.0,891.0,17.0,118.0,1478.235294117647,3412.4747531925377
578,Bylderup-Bov,Aabenraa Kommune,Region Syddanmark,2021,,,,,,,,0.0,165.0,1297.0,867.6,25.0,131.0,2331.12,3996.962495862744
579,Bække,Vejen Kommune,Region Syddanmark,2017,,,,,,,,0.0,,1093.0,1443.9,4.0,7.0,4391.0,5893.493417886089
580,Bække,Vejen Kommune,Region Syddanmark,2018,,,,,,,,0.0,24.0,1094.0,1445.2,4.0,7.0,4391.0,5893.493417886089
581,Bække,Vejen Kommune,Region Syddanmark,2019,,,,,,,,0.0,35.0,1082.0,1429.3,4.0,7.0,4391.0,5893.493417886089
582,Bække,Vejen Kommune,Region Syddanmark,2020,,,,,,,,0.0,60.0,1077.0,1422.7,5.0,15.0,3514.2,5467.525921292006
583,Bække,Vejen Kommune,Region Syddanmark,2021,,,,,,,,0.0,118.0,1084.0,1432.0,7.0,25.0,4168.857142857143,5690.9378673048095
584,Børkop,Vejle Kommune,Region Syddanmark,2017,,,0.024025655254845,5.681589366515839,0.0228187955436671,0.0032751714545404,6.318269230769231,0.0,,5435.0,1548.0,19.0,65.0,2598.9473684210525,2654.998461470243
585,Børkop,Vejle Kommune,Region Syddanmark,2018,,,0.2739616238367625,1.6731900452488735,0.6102297453297854,0.602434340236381,8.933173076923076,1.0,96.0,5488.0,1549.0,21.0,68.0,2508.1428571428573,2538.44653845052
586,Børkop,Vejle Kommune,Region Syddanmark,2019,,,-0.0577091887025293,15.644328465651997,0.0803669299644443,0.0619742685637332,14.115034965034964,0.0,129.0,5706.0,1577.1,22.0,70.0,2597.7272727272725,2512.653088097428
587,Børkop,Vejle Kommune,Region Syddanmark,2020,,,0.3350963317112043,9.637148064353946,0.7181016594804585,0.7124636926700676,18.517200854700853,1.0,210.0,5799.0,1584.9,24.0,74.0,2508.5,2426.7539242155663
588,Charlottenlund,Gentofte Kommune,Region Hovedstaden,2017,,,0.0417175360710321,5.424292986425341,0.2039117869423301,0.1879900226811767,6.529807692307691,0.0,,,,6.0,27.0,522.8333333333334,434.9190346106579
589,Charlottenlund,Gentofte Kommune,Region Hovedstaden,2018,,,0.2960962178775718,1.7279694570135784,0.7245531694854137,0.719044232875122,9.574519230769228,1.0,298.0,,,6.0,27.0,522.8333333333334,434.9190346106579
590,Charlottenlund,Gentofte Kommune,Region Hovedstaden,2019,,,0.0244397250917785,12.913404977375569,0.0141551676393785,-0.005561729007834,13.561057692307692,0.0,308.0,,,9.0,43.0,596.6666666666666,556.0146131173174
591,Charlottenlund,Gentofte Kommune,Region Hovedstaden,2020,,,0.269907605035241,13.22939291101056,0.4985214964117807,0.4884919263400162,20.38194444444444,1.0,451.0,,,15.0,55.0,891.3333333333334,704.6155655661428
592,Christiansfeld,Kolding Kommune,Region Syddanmark,2017,,,0.0,0.0,,,0.0,0.0,,2935.0,1245.2,9.0,39.0,2925.777777777778,3374.5242545349183
593,Christiansfeld,Kolding Kommune,Region Syddanmark,2018,,,0.0,0.0,,,0.0,0.0,54.0,2956.0,1254.1,11.0,47.0,2440.090909090909,3207.888603257459
594,Christiansfeld,Kolding Kommune,Region Syddanmark,2019,,,0.0,0.0,,,0.0,0.0,72.0,2996.0,1271.1,12.0,49.0,2291.083333333333,3101.85168915523
595,Christiansfeld,Kolding Kommune,Region Syddanmark,2020,,,0.0,0.0,,,0.0,0.0,143.0,3016.0,1279.6,18.0,68.0,1921.4444444444443,2635.9162537402485
596,Christiansfeld,Kolding Kommune,Region Syddanmark,2021,,,0.0,0.0,,,0.0,0.0,347.0,3008.0,1276.2,20.0,71.0,1800.7,2520.9529756152056
597,Dianalund,Sorø Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,4017.0,1603.6,4.0,16.0,8344.75,11211.742099989042
598,Dianalund,Sorø Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,14.0,4013.0,1602.0,4.0,16.0,8344.75,11211.742099989042
599,Dianalund,Sorø Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,20.0,4058.0,1620.0,4.0,16.0,8344.75,11211.742099989042
600,Dianalund,Sorø Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,46.0,4063.0,1622.0,4.0,16.0,8344.75,11211.742099989042
601,Dragør,Dragør Kommune,Region Hovedstaden,2017,,,-0.0400025612567233,10.415356334841633,0.0759947062371507,0.0575146003618938,9.35528846153846,0.0,,12132.0,2570.3,3.0,16.0,767.6666666666666,217.0860044621332
602,Dragør,Dragør Kommune,Region Hovedstaden,2018,,,0.2239296081277211,5.738942307692312,0.587798010220977,0.5795539704253965,11.673076923076922,1.0,35.0,12085.0,2560.4,3.0,16.0,767.6666666666666,217.0860044621332
603,Dragør,Dragør Kommune,Region Hovedstaden,2019,,,0.0813972722615898,15.91244343891403,0.1513939795645593,0.1344218591558504,18.069471153846155,0.0,34.0,12124.0,2568.6,3.0,16.0,767.6666666666666,217.0860044621332
604,Dragør,Dragør Kommune,Region Hovedstaden,2020,,,0.238713276795963,15.584194318753152,0.5974880807391039,0.589437842353886,21.91009615384615,1.0,57.0,12309.0,2607.8,3.0,16.0,767.6666666666666,217.0860044621332
605,Dronninglund,Brønderslev Kommune,Region Nordjylland,2017,,,0.0,0.0,,,0.0,0.0,,3427.0,1374.1,5.0,22.0,4441.0,2988.790558068598
606,Dronninglund,Brønderslev Kommune,Region Nordjylland,2018,,,0.0,0.0,,,0.0,0.0,34.0,3436.0,1377.7,6.0,28.0,5416.666666666667,3585.784135536698
607,Dronninglund,Brønderslev Kommune,Region Nordjylland,2019,,,0.0,0.0,,,0.0,0.0,39.0,3427.0,1374.1,6.0,28.0,5416.666666666667,3585.784135536698
608,Dronninglund,Brønderslev Kommune,Region Nordjylland,2020,,,0.0,0.0,,,0.0,0.0,53.0,3439.0,1369.0,7.0,30.0,4662.0,3834.256859766527
609,Dyssegård,Gentofte Kommune,Region Hovedstaden,2017,,,,,,,,0.0,,,,6.0,27.0,522.8333333333334,434.9190346106579
