,City,Municipality,Region,year,FB_audience_size_lower_bound,FB_audience_size_upper_bound,Trends_slope,Trends_intercept,Trends_regression_R2,Trends_regression_R2_adj,Trends_mean,Trends_is_trending,DST_EV_population,DST_population_size,DST_population_density,Plugshare_count_of_stations,Plugshare_count_of_plugs,Plugshare_closest_in_meters,Plugshare_closest_in_meters_std
776,Haderslev,Haderslev Kommune,Region Syddanmark,2018,,,0.2220102663706993,1.8236990950226244,0.6643898655769003,0.6576776628884382,7.706971153846154,1.0,29.0,21973.0,1821.8,8.0,44.0,5529.75,5378.424749470266
777,Haderslev,Haderslev Kommune,Region Syddanmark,2019,,,0.0317542474173996,9.42966628959276,0.1257690050462789,0.1082843851472045,10.271153846153844,0.0,38.0,22011.0,1825.0,8.0,44.0,5529.75,5378.424749470266
778,Haderslev,Haderslev Kommune,Region Syddanmark,2020,,,0.2100812131819348,10.07106900452489,0.7286769842425633,0.7232505239274145,15.638221153846152,1.0,58.0,22101.0,1832.4,12.0,48.0,3864.0,4959.953188928665
779,Hadsten,Favrskov Kommune,Region Midtjylland,2017,,,-0.0830975489549295,10.446927704648294,0.163302885471186,0.1465689431806096,8.244842657342657,0.0,,8093.0,1523.8,1.0,1.0,,
780,Hadsten,Favrskov Kommune,Region Midtjylland,2018,,,0.2076088839018913,4.6381447963801,0.4209595206466435,0.4093787110595764,10.139780219780215,1.0,65.0,8086.0,1520.2,1.0,1.0,,
781,Hadsten,Favrskov Kommune,Region Midtjylland,2019,,,0.0674796716417139,9.905252182458067,0.1152538775882162,0.0975589551399805,11.69346348096348,0.0,83.0,8134.0,1495.5,1.0,1.0,,
782,Hadsten,Favrskov Kommune,Region Midtjylland,2020,,,0.128813436840629,11.870138978668392,0.336826610249838,0.3235631424548348,15.283695054945058,0.0,134.0,8325.0,1530.6,4.0,4.0,6026.25,3726.789447142585
783,Hadsund,Mariagerfjord Kommune,Region Nordjylland,2017,,,-0.0128452360624946,9.194004524886882,0.0051756921572319,-0.0147207939996234,8.853605769230768,0.0,,4857.0,1186.7,5.0,9.0,1544.0,501.0873177401321
784,Hadsund,Mariagerfjord Kommune,Region Nordjylland,2018,,,0.147933385981388,6.1050056561086,0.3019375097017983,0.2879762598958343,10.025240384615383,0.0,40.0,5003.0,1257.7,7.0,15.0,1675.428571428571,528.3183564048156
785,Hadsund,Mariagerfjord Kommune,Region Nordjylland,2019,,,0.0118719585076412,10.850056561085974,0.0045679156993577,-0.0153407259866551,11.164663461538462,0.0,53.0,5051.0,1269.7,10.0,23.0,2477.5,2371.1880402494908
786,Hadsund,Mariagerfjord Kommune,Region Nordjylland,2020,,,0.0319159267480579,16.30024824032177,0.0076368622408081,-0.0122104005143757,17.1460202991453,0.0,88.0,4971.0,1249.6,12.0,27.0,2339.75,2188.9094472320726
787,Hals,Aalborg Kommune,Region Nordjylland,2017,,,0.0911209766925637,3.651159502262445,0.1761953880700189,0.1597192958314193,6.065865384615383,0.0,,2459.0,1530.2,24.0,83.0,1729.0416666666667,4570.264786156236
788,Hals,Aalborg Kommune,Region Nordjylland,2018,,,0.2987776790357257,3.337068078979845,0.5664935338002934,0.5578234044762993,11.254676573426574,1.0,188.0,2532.0,1575.6,25.0,87.0,1665.68,4485.240542787718
789,Hals,Aalborg Kommune,Region Nordjylland,2019,,,-0.16359493724921,14.0785350678733,0.3730625558700527,0.3605238069874538,9.743269230769233,0.0,212.0,2452.0,1525.8,31.0,115.0,1426.7096774193549,4044.696331358292
790,Hals,Aalborg Kommune,Region Nordjylland,2020,,,0.1742167416071409,4.5446078431372605,0.3392993500580304,0.326085337059191,9.161351495726493,0.0,336.0,2454.0,1527.1,37.0,132.0,1537.2162162162165,3801.414576875993
791,Hals,Aalborg Kommune,Region Nordjylland,2021,,,0.3357932135620204,4.530097517730495,0.7305172339187607,0.7246589129169946,12.757031250000002,1.0,662.0,2498.0,1554.4,46.0,154.0,1538.8478260869565,3689.8555465094128
792,Hammel,Favrskov Kommune,Region Midtjylland,2017,,,-0.0755910293923612,8.571038153023448,0.1164614096147911,0.0987906378070869,6.567875874125874,0.0,,7005.0,1334.0,1.0,1.0,,
793,Hammel,Favrskov Kommune,Region Midtjylland,2018,,,0.2669698579722164,1.4003640109890156,0.6109508090232734,0.6031698252037389,8.475065247252745,1.0,65.0,7078.0,1347.9,1.0,1.0,,
794,Hammel,Favrskov Kommune,Region Midtjylland,2019,,,-0.0098727715126161,11.609501405457287,0.0039917269916387,-0.0159284384685285,11.34787296037296,0.0,83.0,7095.0,1351.2,1.0,1.0,,
795,Hammel,Favrskov Kommune,Region Midtjylland,2020,,,0.1686799160883515,16.614061893988364,0.1744246564848598,0.157913149614557,21.084079670329672,0.0,134.0,6974.0,1337.3,4.0,4.0,6026.25,3726.789447142585
796,Harboøre,Lemvig Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,1489.0,1328.3,1.0,2.0,,
797,Harboøre,Lemvig Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,18.0,1484.0,1323.8,1.0,2.0,,
798,Harboøre,Lemvig Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,17.0,1454.0,1297.1,3.0,8.0,1559.3333333333333,203.06238778595443
799,Harboøre,Lemvig Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,28.0,1443.0,1287.2,3.0,8.0,1559.3333333333333,203.06238778595443
800,Harboøre,Lemvig Kommune,Region Midtjylland,2021,,,0.0,0.0,,,0.0,0.0,39.0,1431.0,1276.5,6.0,17.0,1625.3333333333333,216.1468636521628
801,Harlev,Aarhus Kommune,Region Midtjylland,2017,,,0.039805004389494,8.502433555007084,0.0313273523861004,0.0119538994338224,9.557266171328674,0.0,,3759.0,2077.9,39.0,184.0,1119.5384615384614,1325.8905219185183
802,Harlev,Aarhus Kommune,Region Midtjylland,2018,,,0.1789022728104305,3.953038946347772,0.3919652962044794,0.3798046021285689,8.693949175824176,0.0,332.0,3755.0,2075.7,48.0,212.0,1075.3125,1235.0853387045684
803,Harlev,Aarhus Kommune,Region Midtjylland,2019,,,0.1471313763003556,12.95223016362722,0.1893472546762843,0.17313419976981,16.851211635586637,0.0,392.0,3785.0,2092.3,54.0,228.0,1050.0185185185185,1197.3174968778496
804,Harlev,Aarhus Kommune,Region Midtjylland,2020,,,0.3463310759717532,18.42912895927602,0.5360581475531383,0.5267793105042011,27.606902472527477,1.0,716.0,3884.0,2147.0,67.0,280.0,1083.2238805970148,1205.7991292197626
805,Haslev,Faxe Kommune,Region Sjælland,2017,,,0.0041833859813882,8.123274886877827,0.0005229561344669,-0.0194665847428436,8.234134615384615,0.0,,11748.0,1776.0,2.0,4.0,7756.0,837.2144289248723
806,Haslev,Faxe Kommune,Region Sjælland,2018,,,0.1354878126867583,4.232890271493213,0.4889157730933252,0.4786940885551917,7.8233173076923075,1.0,29.0,11880.0,1795.9,2.0,4.0,7756.0,837.2144289248723
807,Haslev,Faxe Kommune,Region Sjælland,2019,,,0.0287068855118245,9.24623868778281,0.0266578034523904,0.0071909595214382,10.006971153846154,0.0,36.0,11897.0,1774.3,3.0,6.0,5771.0,3488.7159528972834
808,Haslev,Faxe Kommune,Region Sjælland,2020,,,0.1886931187569368,10.037613122171948,0.5140982704665207,0.5043802358758511,15.037980769230767,1.0,64.0,11973.0,1779.8,6.0,17.0,5659.166666666667,3001.9540580539647
809,Hasselager,Aarhus Kommune,Region Midtjylland,2017,,,-0.2120115664025207,14.67007661456191,0.5633453084494234,0.5546122146184118,9.051770104895104,1.0,,,,39.0,184.0,1119.5384615384614,1325.8905219185183
810,Hasselager,Aarhus Kommune,Region Midtjylland,2018,,,0.3056643183398176,2.5341091628959336,0.6689474870551908,0.6623264367962947,10.634213598901097,1.0,332.0,,,48.0,212.0,1075.3125,1235.0853387045684
811,Hasselager,Aarhus Kommune,Region Midtjylland,2019,,,-0.0383532348154987,15.39399281274281,0.0268292201877382,0.007365804591493,14.377632090132089,0.0,392.0,,,54.0,228.0,1050.0185185185185,1197.3174968778496
812,Hasselager,Aarhus Kommune,Region Midtjylland,2020,,,0.2446197677184083,15.968980688429216,0.3192453866721577,0.3056302944056008,22.45140453296704,0.0,716.0,,,67.0,280.0,1083.2238805970148,1205.7991292197626
813,Hedehusene,Høje-Taastrup Kommune,Region Hovedstaden,2017,,,0.0530110774353284,5.140158371040723,0.1714326868466914,0.1548613405836252,6.544951923076924,0.0,,11943.0,1812.3,5.0,30.0,874.2,593.3579863792178
814,Hedehusene,Høje-Taastrup Kommune,Region Hovedstaden,2018,,,0.2775847349099291,3.817081447963806,0.6018624244113719,0.5938996728995993,11.173076923076922,1.0,41.0,11990.0,1860.4,7.0,50.0,894.1428571428571,486.5622360231109
815,Hedehusene,Høje-Taastrup Kommune,Region Hovedstaden,2019,,,-0.0777741611884229,16.62327488687783,0.1085277742030548,0.0906983296871158,14.562259615384615,0.0,44.0,12250.0,1900.7,9.0,52.0,740.4444444444445,521.645500103066
816,Hedehusene,Høje-Taastrup Kommune,Region Hovedstaden,2020,,,0.2913723000085377,12.019739819004524,0.726012061003122,0.7205323022231844,19.741105769230767,1.0,71.0,12265.0,1903.0,15.0,91.0,605.2,469.4098422487538
817,Hedensted,Hedensted Kommune,Region Midtjylland,2017,,,0.0986042121031022,4.104339777869192,0.5238352673920028,0.5143119727398429,6.717351398601399,1.0,,11789.0,1130.2,3.0,42.0,5688.666666666667,5146.242739449173
818,Hedensted,Hedensted Kommune,Region Midtjylland,2018,,,0.130497623214743,3.4240622979961244,0.4243602649445693,0.4128474702434607,6.882249313186813,1.0,44.0,11835.0,1132.3,5.0,48.0,4979.4,4350.140721861765
819,Hedensted,Hedensted Kommune,Region Midtjylland,2019,,,0.025499881638894,8.766903194844371,0.0431891926653006,0.0240529765186066,9.44265005827506,0.0,49.0,11896.0,1135.7,7.0,55.0,4049.857142857143,3894.5318258883367
820,Hedensted,Hedensted Kommune,Region Midtjylland,2020,,,0.1758381102803966,9.34156755009696,0.7323609401838107,0.7270081589874869,14.001277472527471,1.0,69.0,12014.0,1132.8,8.0,61.0,4312.25,3681.2239715305873
821,Hellerup,Gentofte Kommune,Region Hovedstaden,2017,,,-0.0904011568342865,10.457890271493213,0.6079331037850179,0.6000917658607182,8.062259615384615,1.0,,,,6.0,27.0,522.8333333333334,434.9190346106579
822,Hellerup,Gentofte Kommune,Region Hovedstaden,2018,,,0.1568001366003585,5.973161764705885,0.4782735458237505,0.4678390167402254,10.128365384615382,1.0,298.0,,,6.0,27.0,522.8333333333334,434.9190346106579
823,Hellerup,Gentofte Kommune,Region Hovedstaden,2019,,,0.099212413557586,11.719428733031672,0.4619621042886606,0.4512013463744337,14.348557692307695,1.0,308.0,,,9.0,43.0,596.6666666666666,556.0146131173174
824,Hellerup,Gentofte Kommune,Region Hovedstaden,2020,,,0.3167724963715532,10.15336538461538,0.7323444215398214,0.7269913099706178,18.54783653846154,1.0,451.0,,,15.0,55.0,891.3333333333334,704.6155655661428
825,Hellerup,Gentofte Kommune,Region Hovedstaden,2021,,,0.2313394214068601,15.976611258865244,0.3860351211977256,0.3726880586150675,21.644427083333337,0.0,802.0,,,19.0,64.0,905.6315789473684,656.4180756640386
826,Helsinge,Gribskov Kommune,Region Hovedstaden,2017,,,-0.0330140655681721,8.294824660633484,0.0377138587541816,0.0184681359292652,7.419951923076923,0.0,,8199.0,1538.3,5.0,10.0,1500.6,906.313577080251
827,Helsinge,Gribskov Kommune,Region Hovedstaden,2018,,,0.2994215828566546,1.919174208144805,0.5410076299562662,0.5318277825553914,9.85384615384615,1.0,55.0,8229.0,1543.9,5.0,10.0,1500.6,906.313577080251
828,Helsinge,Gribskov Kommune,Region Hovedstaden,2019,,,-0.0833662383676254,14.138772624434385,0.2299564868912834,0.2145556166291091,11.929567307692308,0.0,63.0,8288.0,1555.0,5.0,10.0,1500.6,906.313577080251
829,Helsinge,Gribskov Kommune,Region Hovedstaden,2020,,,0.0840195366971173,12.477381850175972,0.1127891559479654,0.0950449390669248,14.703899572649572,0.0,121.0,8225.0,1543.2,6.0,11.0,1905.5,1280.9322776790348
830,Helsingør,Helsingør Kommune,Region Hovedstaden,2017,,,0.0105144924442926,5.997087104072401,0.0239068568314009,0.0043849939680289,6.2757211538461535,0.0,,47032.0,2627.6,4.0,15.0,660.5,353.731065453215
831,Helsingør,Helsingør Kommune,Region Hovedstaden,2018,,,0.2421059933407323,2.422171945701364,0.6359994034134044,0.6287193914816724,8.837980769230766,1.0,81.0,47267.0,2640.8,4.0,15.0,660.5,353.731065453215
832,Helsingør,Helsingør Kommune,Region Hovedstaden,2019,,,0.0334740245880646,10.005486425339368,0.1651019810072637,0.1484040206274089,10.892548076923076,0.0,100.0,47249.0,2639.8,5.0,16.0,694.6,315.68702855834925
833,Helsingør,Helsingør Kommune,Region Hovedstaden,2020,,,0.1039736830871683,11.96272624434389,0.2645799526763659,0.2498715517298931,14.718028846153846,0.0,157.0,47360.0,2646.0,6.0,17.0,1954.3333333333333,3098.595660402736
834,Hemmet,Ringkøbing-Skjern Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,326.0,950.4,6.0,20.0,4176.333333333333,4038.72131579621
835,Hemmet,Ringkøbing-Skjern Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,34.0,334.0,973.8,9.0,29.0,5291.111111111111,3643.65539137706
836,Hemmet,Ringkøbing-Skjern Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,42.0,330.0,962.1,10.0,33.0,4917.0,3633.273975050296
837,Hemmet,Ringkøbing-Skjern Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,73.0,328.0,956.3,16.0,54.0,3974.125,3883.997474681637
838,Hemmet,Ringkøbing-Skjern Kommune,Region Midtjylland,2021,,,0.0,0.0,,,0.0,0.0,127.0,327.0,953.4,33.0,94.0,2936.4242424242425,3411.523780056932
839,Herlev,Herlev Kommune,Region Hovedstaden,2017,,,0.0717573422692735,5.846747737556563,0.5208325284953037,0.5112491790652098,7.748317307692308,1.0,,28350.0,2890.8,3.0,13.0,730.0,395.9128692023032
840,Herlev,Herlev Kommune,Region Hovedstaden,2018,,,0.1480875949799366,6.594428733031682,0.3762846087588523,0.3638103009340293,10.518749999999995,0.0,27.0,28535.0,2909.7,3.0,13.0,730.0,395.9128692023032
841,Herlev,Herlev Kommune,Region Hovedstaden,2019,,,0.0607087210791432,11.84530542986425,0.1171651581885672,0.0995084613523384,13.45408653846154,0.0,28.0,28756.0,2932.2,4.0,19.0,886.75,450.31128122666433
842,Herlev,Herlev Kommune,Region Hovedstaden,2020,,,0.1404614530863145,15.965752262443438,0.544447805012874,0.5353367611131314,19.68798076923077,1.0,39.0,28929.0,2949.8,6.0,25.0,1018.3333333333334,758.2257359564279
843,Herlufmagle,Næstved Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,1419.0,1248.0,3.0,21.0,555.6666666666666,54.85739087245523
844,Herlufmagle,Næstved Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,46.0,1434.0,1261.2,3.0,21.0,555.6666666666666,54.85739087245523
845,Herlufmagle,Næstved Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,66.0,1447.0,1272.6,3.0,21.0,555.6666666666666,54.85739087245523
846,Herlufmagle,Næstved Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,122.0,1456.0,1280.6,5.0,25.0,2250.6,3815.201803312637
847,Herning,Herning Kommune,Region Midtjylland,2017,,,-0.0421529012053428,6.44399681201152,0.2096833199389239,0.1938769863377024,5.326944930069929,0.0,,49229.0,1513.0,5.0,22.0,6198.2,5973.899873616899
848,Herning,Herning Kommune,Region Midtjylland,2018,,,0.1741580707028818,1.6527678571428632,0.6701291138496006,0.6635316961265927,6.267956730769228,1.0,59.0,44557.0,1515.0,8.0,36.0,6325.5,4839.801088002334
849,Herning,Herning Kommune,Region Midtjylland,2019,,,0.0486984159015236,6.536065405183054,0.2702823116798106,0.2556879579134068,7.826573426573427,0.0,72.0,50039.0,1542.6,10.0,39.0,6350.3,4957.15474059689
850,Herning,Herning Kommune,Region Midtjylland,2020,,,0.1812236166842162,6.907937405731524,0.6762993253140136,0.6698253118202939,11.710363247863247,1.0,144.0,50332.0,1551.6,11.0,43.0,5911.272727272727,4923.031506925567
851,Hillerød,Hillerød Kommune,Region Hovedstaden,2017,,,0.0088459404080936,7.928082579185522,0.0110028773749827,-0.0087770650775176,8.1625,0.0,,32270.0,1851.8,4.0,10.0,481.5,450.4179540530477
852,Hillerød,Hillerød Kommune,Region Hovedstaden,2018,,,0.165552164261931,6.590752262443447,0.4789392950349183,0.4685180809356166,10.977884615384614,1.0,71.0,32689.0,1875.9,6.0,21.0,410.1666666666667,374.4838670312336
853,Hillerød,Hillerød Kommune,Region Hovedstaden,2019,,,0.1255506701955094,9.409445701357468,0.4914166904564846,0.4812450242656143,12.73653846153846,1.0,98.0,33079.0,1892.0,10.0,38.0,693.9,872.2646705877497
854,Hillerød,Hillerød Kommune,Region Hovedstaden,2020,,,0.2766023862375141,12.184219457013572,0.7299117817139134,0.7245100173481915,19.51418269230769,1.0,159.0,33391.0,1909.8,12.0,41.0,766.75,826.7591850109679
855,Hinnerup,Favrskov Kommune,Region Midtjylland,2017,,,-0.2556842436143211,16.02161147675853,0.5998283185263009,0.5918248848968269,9.24597902097902,1.0,,7681.0,1825.3,1.0,1.0,,
856,Hinnerup,Favrskov Kommune,Region Midtjylland,2018,,,0.210419748813894,2.0420737718164244,0.6229056024993456,0.6153637145493325,7.618197115384612,1.0,65.0,7808.0,1853.8,1.0,1.0,,
857,Hinnerup,Favrskov Kommune,Region Midtjylland,2019,,,0.0086554792783983,11.147001691119335,0.002371815805124,-0.0175807478787735,11.376371891996897,0.0,83.0,7884.0,1867.4,1.0,1.0,,
858,Hinnerup,Favrskov Kommune,Region Midtjylland,2020,,,0.1216639415585032,13.3061745852187,0.2605753028028609,0.2457868088589181,16.530269036519034,0.0,134.0,7853.0,1860.0,4.0,4.0,6026.25,3726.789447142585
859,Hjallerup,Brønderslev Kommune,Region Nordjylland,2017,,,0.0,0.0,,,0.0,0.0,,3823.0,1327.4,5.0,22.0,4441.0,2988.790558068598
860,Hjallerup,Brønderslev Kommune,Region Nordjylland,2018,,,0.0,0.0,,,0.0,0.0,34.0,3969.0,1378.1,6.0,28.0,5416.666666666667,3585.784135536698
861,Hjallerup,Brønderslev Kommune,Region Nordjylland,2019,,,0.0,0.0,,,0.0,0.0,39.0,4099.0,1422.8,6.0,28.0,5416.666666666667,3585.784135536698
862,Hjallerup,Brønderslev Kommune,Region Nordjylland,2020,,,0.0,0.0,,,0.0,0.0,53.0,4184.0,1379.9,7.0,30.0,4662.0,3834.256859766527
863,Hjortshøj,Aarhus Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,3562.0,2670.2,39.0,184.0,1119.5384615384614,1325.8905219185183
864,Hjortshøj,Aarhus Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,332.0,3634.0,2714.0,48.0,212.0,1075.3125,1235.0853387045684
865,Hjortshøj,Aarhus Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,392.0,3669.0,2740.1,54.0,228.0,1050.0185185185185,1197.3174968778496
866,Hjortshøj,Aarhus Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,716.0,3714.0,2773.7,67.0,280.0,1083.2238805970148,1205.7991292197626
867,Hjørring,Hjørring Kommune,Region Nordjylland,2017,,,0.0217119866814651,7.095305429864256,0.0353594411906905,0.0160666300145043,7.670673076923077,0.0,,25764.0,1478.2,16.0,65.0,2135.25,3455.113379712259
868,Hjørring,Hjørring Kommune,Region Nordjylland,2018,,,0.2451240075130195,3.5417138009049816,0.6561061139217044,0.6492282362001385,10.037499999999998,1.0,46.0,25994.0,1491.4,16.0,65.0,2135.25,3455.113379712259
869,Hjørring,Hjørring Kommune,Region Nordjylland,2019,,,0.0231574959446769,11.957239819004531,0.0456115984702824,0.0265238304396879,12.570913461538462,0.0,49.0,25815.0,1480.8,17.0,69.0,2725.5882352941176,4137.170818609372
870,Hjørring,Hjørring Kommune,Region Nordjylland,2020,,,0.216796508153334,11.775565610859733,0.4829979205186072,0.4726578789289793,17.520673076923078,1.0,87.0,25780.0,1477.6,22.0,83.0,2336.318181818182,3699.220180194529
871,Hobro,Mariagerfjord Kommune,Region Nordjylland,2017,,,0.0166054810893878,6.2368778280543005,0.0236415677803394,0.0041143991359462,6.676923076923076,0.0,,11917.0,1248.6,5.0,9.0,1544.0,501.0873177401321
872,Hobro,Mariagerfjord Kommune,Region Nordjylland,2018,,,0.2167490181849226,3.5126414027149364,0.5453265244981405,0.5362330549881033,9.256490384615384,1.0,40.0,12032.0,1260.7,7.0,15.0,1675.428571428571,528.3183564048156
873,Hobro,Mariagerfjord Kommune,Region Nordjylland,2019,,,0.1129087338854266,10.935803167420817,0.5361436299205182,0.5268665025189285,13.927884615384617,1.0,53.0,12083.0,1265.8,10.0,23.0,2477.5,2371.1880402494908
874,Hobro,Mariagerfjord Kommune,Region Nordjylland,2020,,,0.1926714263354109,10.82601809954751,0.642087858954028,0.6349296161331086,15.931810897435897,1.0,88.0,12130.0,1265.0,12.0,27.0,2339.75,2188.9094472320726
875,Højslev,Skive Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,224.0,759.3,3.0,10.0,342.6666666666667,178.99813779292046
876,Højslev,Skive Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,26.0,222.0,752.5,3.0,10.0,342.6666666666667,178.99813779292046
877,Højslev,Skive Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,26.0,213.0,722.0,3.0,10.0,342.6666666666667,178.99813779292046
878,Højslev,Skive Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,43.0,209.0,708.5,3.0,10.0,342.6666666666667,178.99813779292046
879,Holbæk,Holbæk Kommune,Region Sjælland,2017,,,-0.0026364936395456,7.033569004524887,0.0009271817108515,-0.0190542746549313,6.963701923076924,0.0,,28134.0,2048.0,7.0,32.0,2793.714285714286,3127.0452887822453
880,Holbæk,Holbæk Kommune,Region Sjælland,2018,,,0.2282330530180139,3.4732183257918603,0.6008761199391986,0.5928936423379827,9.521394230769229,1.0,49.0,28264.0,2050.9,7.0,32.0,2793.714285714286,3127.0452887822453
881,Holbæk,Holbæk Kommune,Region Sjælland,2019,,,0.0128094851873987,11.80766402714932,0.010597726958865,-0.0091903185019577,12.147115384615384,0.0,78.0,28538.0,2070.8,7.0,32.0,2793.714285714286,3127.0452887822453
882,Holbæk,Holbæk Kommune,Region Sjælland,2020,,,0.2637043242551012,11.294287330316742,0.7463382518372286,0.7412650168739732,18.28245192307692,1.0,123.0,28833.0,2070.4,8.0,36.0,2786.0,2895.163602581776
883,Holmegaard,Næstved Kommune,Region Sjælland,2017,,,-0.0742597580000464,10.058224496092144,0.1563080769004314,0.13943423843844,8.090340909090909,0.0,,,,3.0,21.0,555.6666666666666,54.85739087245523
884,Holmegaard,Næstved Kommune,Region Sjælland,2018,,,0.2649524033125584,2.7955882352941264,0.5452864158422688,0.5361921441591142,9.81682692307692,1.0,46.0,,,3.0,21.0,555.6666666666666,54.85739087245523
885,Holmegaard,Næstved Kommune,Region Sjælland,2019,,,0.0412751856911125,10.780486425339369,0.058135820821744,0.0392985372381788,11.874278846153846,0.0,66.0,,,3.0,21.0,555.6666666666666,54.85739087245523
886,Holmegaard,Næstved Kommune,Region Sjælland,2020,,,0.2903252677461894,12.04743275515334,0.5621437236929777,0.5533865981668373,19.74105235042735,1.0,122.0,,,5.0,25.0,2250.6,3815.201803312637
887,Holmegaard,Næstved Kommune,Region Sjælland,2021,,,0.5490036094224922,8.755783096926706,0.7958176207371384,0.7913788733618587,22.206371527777776,1.0,318.0,,,9.0,33.0,3421.222222222222,3592.88340952562
888,Holstebro,Holstebro Kommune,Region Midtjylland,2017,,,-0.0513621228937542,7.353709893048125,0.2087341155293246,0.1929087978399111,5.992613636363635,0.0,,35867.0,1566.2,5.0,21.0,604.2,449.7084611167551
889,Holstebro,Holstebro Kommune,Region Midtjylland,2018,,,0.1789462791647863,3.134589124111185,0.7233476477710906,0.7178146007265125,7.876665521978022,1.0,30.0,36199.0,1580.7,5.0,21.0,604.2,449.7084611167551
890,Holstebro,Holstebro Kommune,Region Midtjylland,2019,,,0.0646971346263801,8.90770202020202,0.2304849502205816,0.2150946492249933,10.622176087801089,0.0,36.0,36442.0,1568.7,6.0,22.0,619.5,403.9736377537524
891,Holstebro,Holstebro Kommune,Region Midtjylland,2020,,,0.1429724278988986,11.282513197586727,0.3970282560975354,0.3849688212194861,15.071282536907535,0.0,57.0,36643.0,1577.3,9.0,32.0,777.4444444444445,520.3523112063381
892,Holsted,Vejen Kommune,Region Syddanmark,2017,,,0.0,0.0,,,0.0,0.0,,3111.0,1078.0,4.0,7.0,4391.0,5893.493417886089
893,Holsted,Vejen Kommune,Region Syddanmark,2018,,,0.0,0.0,,,0.0,0.0,24.0,3136.0,1086.6,4.0,7.0,4391.0,5893.493417886089
894,Holsted,Vejen Kommune,Region Syddanmark,2019,,,0.0,0.0,,,0.0,0.0,35.0,3122.0,1081.8,4.0,7.0,4391.0,5893.493417886089
895,Holsted,Vejen Kommune,Region Syddanmark,2020,,,0.0,0.0,,,0.0,0.0,60.0,3123.0,1082.1,5.0,15.0,3514.2,5467.525921292006
896,Holte,Rudersdal Kommune,Region Hovedstaden,2017,,,-0.0476938017587295,9.31821266968326,0.1742650865986689,0.1577503883306422,8.054326923076923,0.0,,,,9.0,30.0,1361.111111111111,1044.9470613916817
897,Holte,Rudersdal Kommune,Region Hovedstaden,2018,,,0.1792618244685391,7.349802036199102,0.3879599593865018,0.3757191585742319,12.100240384615384,0.0,243.0,,,9.0,30.0,1361.111111111111,1044.9470613916817
898,Holte,Rudersdal Kommune,Region Hovedstaden,2019,,,0.0510730598480323,12.540073529411764,0.0646496356285041,0.0459426283410742,13.893509615384618,0.0,268.0,,,13.0,44.0,1068.1538461538462,978.2429696615804
899,Holte,Rudersdal Kommune,Region Hovedstaden,2020,,,0.3502209083923846,11.83116515837104,0.6721932796921817,0.6656371452860252,21.11201923076923,1.0,397.0,,,15.0,50.0,986.5333333333332,932.1364758037364
900,Høng,Kalundborg Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,4257.0,1450.9,6.0,22.0,5608.333333333333,6268.8985848127
901,Høng,Kalundborg Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,36.0,4194.0,1429.4,7.0,23.0,5331.285714285715,5769.447885609325
902,Høng,Kalundborg Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,41.0,4294.0,1463.5,7.0,23.0,5331.285714285715,5769.447885609325
903,Høng,Kalundborg Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,71.0,4269.0,1441.7,8.0,29.0,4690.25,5640.80887690004
904,Hornbæk,Helsingør Kommune,Region Hovedstaden,2017,,,0.0,0.0,,,0.0,0.0,,,,4.0,15.0,660.5,353.731065453215
905,Hornbæk,Helsingør Kommune,Region Hovedstaden,2018,,,0.0,0.0,,,0.0,0.0,81.0,,,4.0,15.0,660.5,353.731065453215
906,Hornbæk,Helsingør Kommune,Region Hovedstaden,2019,,,0.0,0.0,,,0.0,0.0,100.0,,,5.0,16.0,694.6,315.68702855834925
907,Hornbæk,Helsingør Kommune,Region Hovedstaden,2020,,,0.0,0.0,,,0.0,0.0,157.0,,,6.0,17.0,1954.3333333333333,3098.595660402736
