,City,Elbil,interval,week,year
0,Aalborg,31.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
1,Aarhus,25.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
2,Copenhagen,41.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
3,Fanø,25.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
4,Frederiksberg,38.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
5,Kolding,50.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
6,Lyngby,38.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
7,Middelfart,100.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
8,Odder,28.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
9,Odense,36.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
10,Randers,36.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
11,Roskilde,41.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
12,Samsø Municipality,38.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
13,Silkeborg,27.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
14,Skive,32.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
15,Slagelse,49.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
16,Svendborg,67.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
17,Sønderborg,36.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
18,Taastrup,59.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
19,Vejle,46.0,2016-12-26T00 2017-01-01T00,1.0,2017.0
20,Aalborg,47.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
21,Aarhus,35.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
22,Ballerup,42.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
23,Copenhagen,41.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
24,Fanø,27.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
25,Frederiksberg,45.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
26,Haderslev,38.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
27,Hellerup,72.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
28,Herning,40.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
29,Kastrup,42.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
30,Kolding,30.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
31,Lillerød,100.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
32,Lyngby,42.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
33,Odder,43.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
34,Odense,37.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
35,Randers,55.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
36,Roskilde,35.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
37,Samsø Municipality,31.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
38,Silkeborg,28.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
39,Skive,39.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
40,Svendborg,55.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
41,Søborg,36.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
42,Sønderborg,40.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
43,Taastrup,42.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
44,Vejle,41.0,2017-01-02T00 2017-01-08T00,2.0,2017.0
45,Aalborg,16.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
46,Aarhus,14.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
47,Brovst,100.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
48,Brøndby,67.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
49,Copenhagen,21.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
50,Esbjerg,40.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
51,Fanø,26.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
52,Frederiksberg,19.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
53,Glostrup,29.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
54,Haderslev,31.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
55,Hellerup,39.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
56,Hvidovre,27.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
57,Lyngby,38.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
58,Næstved,26.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
59,Odder,16.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
60,Odense,25.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
61,Randers,29.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
62,Roskilde,28.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
63,Rødovre,33.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
64,Samsø Municipality,21.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
65,Silkeborg,19.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
66,Skive,15.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
67,Taastrup,29.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
68,Vejle,24.0,2017-01-09T00 2017-01-15T00,3.0,2017.0
69,Aalborg,54.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
70,Aarhus,84.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
71,Ballerup,78.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
72,Copenhagen,56.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
73,Fanø,44.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
74,Fredericia,51.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
75,Frederiksberg,70.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
76,Hellerup,100.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
77,Hillerød,59.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
78,Hvidovre,78.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
79,Kastrup,75.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
80,Kolding,62.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
81,Lyngby,85.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
82,Odder,78.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
83,Odense,35.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
84,Randers,47.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
85,Roskilde,35.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
86,Rødovre,93.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
87,Samsø Municipality,60.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
88,Silkeborg,39.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
89,Skanderborg,98.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
90,Skive,80.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
91,Slagelse,62.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
92,Søborg,59.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
93,Sønderborg,59.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
94,Tarm,0.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
95,Vejle,70.0,2017-01-16T00 2017-01-22T00,4.0,2017.0
96,Aabenraa,21.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
97,Aalborg,14.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
98,Aarhus,13.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
99,Ballerup,16.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
100,Copenhagen,13.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
101,Fanø,10.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
102,Frederiksberg,11.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
103,Gentofte,21.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
104,Give,100.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
105,Glostrup,14.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
106,Haderslev,14.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
107,Hellerup,20.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
108,Herlev,18.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
109,Herning,19.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
110,Holstebro,19.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
111,Humlebæk,85.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
112,Hvidovre,13.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
113,Kastrup,19.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
114,Kolding,10.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
115,Lyngby,17.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
116,Odder,15.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
117,Odense,13.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
118,Randers,13.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
119,Roskilde,15.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
120,Rødovre,25.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
121,Samsø Municipality,11.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
122,Silkeborg,15.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
123,Skanderborg,33.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
124,Skive,23.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
125,Sønderborg,47.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
126,Taastrup,18.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
127,Tranbjerg J,55.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
128,Vejle,36.0,2017-01-23T00 2017-01-29T00,5.0,2017.0
129,Aalborg,45.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
130,Aarhus,40.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
131,Bagsværd,97.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
132,Ballerup,54.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
133,Bronderslev,95.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
134,Copenhagen,42.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
135,Fanø,56.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
136,Fredericia,75.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
137,Frederiksberg,53.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
138,Glostrup,61.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
139,Greve Strand,62.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
140,Haderslev,75.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
141,Hellerup,53.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
142,Herning,68.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
143,Hvidovre,54.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
144,Kastrup,46.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
145,Kolding,29.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
146,Lyngby,52.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
147,Odder,48.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
148,Odense,33.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
149,Randers,37.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
150,Roskilde,41.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
151,Samsø Municipality,30.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
152,Silkeborg,59.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
153,Skive,62.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
154,Slagelse,40.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
155,Sønderborg,52.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
156,Taastrup,49.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
157,Vejle,100.0,2017-01-30T00 2017-02-05T00,6.0,2017.0
158,Aalborg,24.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
159,Aarhus,46.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
160,Ballerup,39.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
161,Copenhagen,34.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
162,Esbjerg,52.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
163,Fanø,25.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
164,Frederiksberg,40.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
165,Frederikshavn,63.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
166,Glostrup,51.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
167,Herning,49.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
168,Hillerød,36.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
169,Hørsholm,100.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
170,Kolding,39.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
171,Lyngby,33.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
172,Odder,21.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
173,Odense,32.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
174,Randers,33.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
175,Roskilde,31.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
176,Samsø Municipality,40.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
177,Silkeborg,45.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
178,Skive,30.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
179,Søborg,51.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
180,Sønderborg,39.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
181,Vejle,43.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
182,Videbaek,0.0,2017-02-06T00 2017-02-12T00,7.0,2017.0
183,Aalborg,44.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
184,Ballerup,67.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
185,Copenhagen,54.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
186,Fanø,38.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
187,Glostrup,100.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
188,Hellerup,75.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
189,Herning,51.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
190,Hvidovre,69.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
191,Kastrup,58.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
192,Kolding,49.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
193,Lyngby,53.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
194,Odder,58.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
195,Odense,42.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
196,Samsø Municipality,43.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
197,Silkeborg,55.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
198,Søborg,67.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
199,Taastrup,87.0,2017-02-13T00 2017-02-19T00,8.0,2017.0
200,Aalborg,35.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
201,Aarhus,24.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
202,Copenhagen,42.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
203,Fredericia,42.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
204,Frederiksberg,29.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
205,Glostrup,64.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
206,Herning,41.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
207,Kastrup,63.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
208,Kolding,37.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
209,Lyngby,27.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
210,Marslet,100.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
211,Næstved,39.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
212,Odder,28.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
213,Odense,47.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
214,Randers,51.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
215,Roskilde,60.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
216,Samsø Municipality,23.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
217,Silkeborg,34.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
218,Skive,50.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
219,Slagelse,37.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
220,Svendborg,44.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
221,Søborg,63.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
222,Sønderborg,34.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
223,Taastrup,53.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
224,Vejle,37.0,2017-02-20T00 2017-02-26T00,9.0,2017.0
225,Aalborg,25.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
226,Aarhus,17.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
227,Ballerup,30.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
228,Bronderslev,37.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
229,Brøndby,71.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
230,Copenhagen,29.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
231,Fredericia,28.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
232,Frederiksberg,26.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
233,Glostrup,38.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
234,Herning,38.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
235,Holte,100.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
236,Kastrup,30.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
237,Kolding,21.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
238,Lyngby,28.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
239,Odder,27.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
240,Odense,30.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
241,Randers,25.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
242,Ringsted,46.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
243,Samsø Municipality,18.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
244,Silkeborg,25.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
245,Skanderborg,47.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
246,Skive,50.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
247,Slagelse,28.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
248,Svendborg,30.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
249,Sønderborg,26.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
250,Taastrup,39.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
251,Vejle,18.0,2017-02-27T00 2017-03-05T00,10.0,2017.0
252,Aalborg,36.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
253,Aarhus,54.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
254,Copenhagen,55.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
255,Fanø,55.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
256,Fredericia,49.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
257,Frederiksberg,54.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
258,Glostrup,53.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
259,Greve Strand,100.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
260,Hellerup,72.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
261,Herlev,77.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
262,Kolding,59.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
263,Lyngby,37.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
264,Næstved,49.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
265,Odder,51.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
266,Odense,33.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
267,Randers,36.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
268,Roskilde,63.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
269,Samsø Municipality,41.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
270,Silkeborg,52.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
271,Slagelse,57.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
272,Svendborg,74.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
273,Vejle,55.0,2017-03-06T00 2017-03-12T00,11.0,2017.0
274,Aalborg,34.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
275,Aarhus,47.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
276,Copenhagen,51.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
277,Fanø,38.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
278,Fredericia,39.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
279,Frederiksberg,52.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
280,Glostrup,49.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
281,Hellerup,49.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
282,Herlev,57.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
283,Herning,45.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
284,Hillerød,44.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
285,Hjørring,65.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
286,Hobro,100.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
287,Hvidovre,35.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
288,Kastrup,65.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
289,Kokkedal,0.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
290,Kolding,33.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
291,Lyngby,42.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
292,Næstved,44.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
293,Odder,48.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
294,Odense,36.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
295,Randers,26.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
296,Ringsted,68.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
297,Risskov,78.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
298,Roskilde,70.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
299,Samsø Municipality,46.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
300,Silkeborg,49.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
301,Skanderborg,98.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
302,Skive,35.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
303,Søborg,37.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
304,Sønderborg,36.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
305,Taastrup,63.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
306,Vejle,29.0,2017-03-13T00 2017-03-19T00,12.0,2017.0
307,Aalborg,32.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
308,Aarhus,29.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
309,Ballerup,32.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
310,Bronderslev,44.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
311,Copenhagen,29.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
312,Fredericia,28.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
313,Frederiksberg,27.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
314,Glostrup,41.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
315,Haderslev,29.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
316,Herlev,43.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
317,Herning,32.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
318,Hillerød,33.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
319,Hobro,100.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
320,Holbæk,31.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
321,Holstebro,47.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
322,Kolding,38.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
323,Lyngby,32.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
324,Marslet,66.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
325,Næstved,26.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
326,Odder,29.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
327,Odense,20.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
328,Randers,20.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
329,Roskilde,37.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
330,Samsø Municipality,27.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
331,Silkeborg,20.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
332,Skanderborg,64.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
333,Skive,31.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
334,Svendborg,32.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
335,Søborg,27.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
336,Sønderborg,27.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
337,Vejle,33.0,2017-03-20T00 2017-03-26T00,13.0,2017.0
338,Aabenraa,41.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
339,Aalborg,39.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
340,Aarhus,23.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
341,Ansager,0.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
342,Ballerup,25.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
343,Copenhagen,36.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
344,Esbjerg,31.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
345,Fanø,29.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
346,Fredericia,20.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
347,Frederiksberg,42.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
348,Frederiksværk,100.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
349,Gentofte,44.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
350,Glostrup,40.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
351,Greve Strand,58.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
352,Haderslev,33.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
353,Hellerup,26.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
354,Herlev,30.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
355,Herning,25.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
356,Hillerød,46.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
357,Hjørring,41.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
358,Holbæk,28.0,2017-03-27T00 2017-04-02T00,14.0,2017.0
